node,component,total_energy,avg_energy
aspire,cpu,77.11,0.75
aspire,nic,1.05,0.01
aspire,ram,49.94,0.37
aspire,sd,340.06,2.45
leo,cpu,300.93,2.87
leo,nic,0.19,0.0
leo,ram,115.18,0.85
leo,sd,0.0,0.0
nitro5,cpu,40.21,0.35
nitro5,nic,1.56,0.01
nitro5,ram,20.83,0.15
nitro5,sd,9.15,0.07
scorpius,cpu,92.73,0.94
scorpius,nic,0.26,0.0
scorpius,ram,106.75,0.79
scorpius,sd,0.0,0.0
