node,component,total_energy,avg_energy
aspire,cpu,119.58,1.13
aspire,nic,0.34,0.0
aspire,ram,80.06,0.58
aspire,sd,2.03,0.01
leo,cpu,215.31,2.01
leo,nic,0.79,0.01
leo,ram,70.86,0.51
leo,sd,0.1,0.0
nitro5,cpu,40.6,0.33
nitro5,nic,1.1,0.01
nitro5,ram,20.92,0.15
nitro5,sd,9.04,0.06
scorpius,cpu,191.65,1.9
scorpius,nic,0.1,0.0
scorpius,ram,238.94,1.71
scorpius,sd,0.0,0.0
