node,component,total_energy,avg_energy
aspire,cpu,262.48,3.09
aspire,nic,0.18,0.0
aspire,ram,333.62,2.45
aspire,sd,328.06,2.28
leo,cpu,298.73,2.69
leo,nic,0.2,0.0
leo,ram,91.21,0.65
leo,sd,0.0,0.0
nitro5,cpu,39.58,0.36
nitro5,nic,0.21,0.0
nitro5,ram,23.18,0.16
nitro5,sd,10.2,0.07
scorpius,cpu,26.57,0.25
scorpius,nic,0.0,0.0
scorpius,ram,24.34,0.17
scorpius,sd,0.0,0.0
