node,component,total_energy,avg_energy
aspire,cpu,288.6,2.86
aspire,nic,0.25,0.0
aspire,ram,256.86,1.92
aspire,sd,543.72,3.88
leo,cpu,101.7,0.97
leo,nic,0.17,0.0
leo,ram,27.76,0.21
nitro5,cpu,43.05,0.37
nitro5,nic,0.53,0.0
nitro5,ram,20.56,0.15
nitro5,sd,9.35,0.07
scorpius,cpu,135.08,1.36
scorpius,nic,0.36,0.0
scorpius,ram,150.67,1.12
scorpius,sd,0.01,0.0
