nodo_name,pid,name_pid
nitro5,1020,mysqld
nitro5,1361,dockerd
nitro5,1522,containerd
nitro5,2142,containerd-shim
nitro5,224474,java
nitro5,224474,java
nitro5,262689,containerd
nitro5,264323,containerd-shim
nitro5,264325,containerd-shim
nitro5,264326,containerd-shim
nitro5,264342,containerd-shim
nitro5,264517,kube-apiserver
nitro5,264517,kube-apiserver
nitro5,264593,kube-scheduler
nitro5,264600,kube-controller
nitro5,264765,kubelet
nitro5,264867,containerd-shim
nitro5,264984,kube-proxy
nitro5,264984,kube-proxy
nitro5,265418,containerd-shim
nitro5,266264,calico-node
nitro5,266265,calico-node
nitro5,266267,calico-node
nitro5,266268,calico-node
nitro5,266269,calico-node
nitro5,266270,calico-node
nitro5,266591,bird6
nitro5,266610,bird
nitro5,3312153,containerd-shim
nitro5,3312210,coredns
nitro5,3736027,java
nitro5,3736027,java
nitro5,40726,containerd-shim
nitro5,40914,java
nitro5,40914,java
aspire,2081,dockerd
aspire,6464,containerd
aspire,6796,kubelet
aspire,6889,containerd-shim
aspire,6945,kube-proxy
aspire,6945,kube-proxy
aspire,7136,containerd-shim
aspire,7583,containerd-shim
aspire,7646,kube-controller
aspire,7944,calico-node
aspire,7945,calico-node
aspire,7947,calico-node
aspire,7948,calico-node
aspire,7950,calico-node
aspire,7951,calico-node
aspire,8093,bird6
aspire,8094,bird
scorpius,4605,containerd
scorpius,4999,kubelet
scorpius,5039,containerd-shim
scorpius,5091,kube-proxy
scorpius,5091,kube-proxy
scorpius,5260,containerd-shim
scorpius,5667,calico-node
scorpius,5668,calico-node
scorpius,5669,calico-node
scorpius,5672,calico-node
scorpius,5673,calico-node
scorpius,5674,calico-node
scorpius,5850,bird6
scorpius,5851,bird
leo02,193431,containerd-shim
leo02,193488,coredns
leo02,4688,containerd
leo02,5082,kubelet
leo02,5122,containerd-shim
leo02,5175,kube-proxy
leo02,5175,kube-proxy
leo02,5345,containerd-shim
leo02,5778,calico-node
leo02,5779,calico-node
leo02,5781,calico-node
leo02,5782,calico-node
leo02,5783,calico-node
leo02,5785,calico-node
leo02,5901,bird6
leo02,5902,bird
