node,component,total_energy,avg_energy
aspire,cpu,104.86,0.95
aspire,nic,0.3,0.0
aspire,ram,68.09,0.49
aspire,sd,27.54,0.19
leo,cpu,226.28,2.04
leo,nic,0.22,0.0
leo,ram,66.61,0.48
leo,sd,0.02,0.0
nitro5,cpu,40.02,0.34
nitro5,nic,0.5,0.0
nitro5,ram,21.45,0.15
nitro5,sd,10.85,0.07
scorpius,cpu,108.71,1.0
scorpius,nic,0.4,0.0
scorpius,ram,117.12,0.84
scorpius,sd,0.0,0.0
