0 s: 0.064423W, 0.128846J, total=0.128846J
5 s: 0.370761W, 0.741522J, total=0.870368J
9 s: 0.615135W, 1.230270J, total=2.100638J
25 s: 0.206390W, 0.412780J, total=2.513418J
33 s: 0.155014W, 0.310028J, total=2.823446J
39 s: 0.164061W, 0.328122J, total=3.151568J
43 s: 0.215026W, 0.430052J, total=3.581620J
48 s: 0.226083W, 0.452166J, total=4.033786J
54 s: 0.218435W, 0.436870J, total=4.470656J
60 s: 0.172050W, 0.344100J, total=4.814756J
64 s: 0.167861W, 0.335722J, total=5.150478J
69 s: 0.245257W, 0.490514J, total=5.640992J
72 s: 0.355354W, 0.710708J, total=6.351700J
79 s: 0.169839W, 0.339678J, total=6.691378J
84 s: 0.169932W, 0.339864J, total=7.031242J
88 s: 0.136826W, 0.273652J, total=7.304894J
101 s: 0.172062W, 0.344124J, total=7.649018J
106 s: 0.158966W, 0.317932J, total=7.966950J
122 s: 0.246325W, 0.492650J, total=8.459600J
129 s: 0.162644W, 0.325288J, total=8.784888J
138 s: 0.171708W, 0.343416J, total=9.128304J
Total Energy: 9.128304 J
