node,component,total_energy,avg_energy
aspire,cpu,203.48,2.03
aspire,nic,0.04,0.0
aspire,ram,201.53,1.46
aspire,sd,176.46,1.23
leo,cpu,239.41,2.2
leo,nic,0.11,0.0
leo,ram,72.92,0.52
leo,sd,0.0,0.0
nitro5,cpu,43.3,0.38
nitro5,nic,1.7,0.01
nitro5,ram,24.03,0.17
nitro5,sd,9.66,0.07
scorpius,cpu,57.53,0.54
scorpius,nic,0.41,0.0
scorpius,ram,62.87,0.45
scorpius,sd,0.0,0.0
