0 s: 0.064552W, 0.129104J, total=0.129104J
2 s: 0.350254W, 0.700508J, total=0.829612J
5 s: 0.363344W, 0.726688J, total=1.556300J
7 s: 0.310137W, 0.620274J, total=2.176574J
9 s: 0.217078W, 0.434156J, total=2.610730J
12 s: 0.328367W, 0.656734J, total=3.267464J
14 s: 0.388371W, 0.776742J, total=4.044206J
16 s: 0.324350W, 0.648700J, total=4.692906J
18 s: 0.288710W, 0.577420J, total=5.270326J
20 s: 0.362312W, 0.724624J, total=5.994950J
23 s: 0.367635W, 0.735270J, total=6.730220J
25 s: 0.269752W, 0.539504J, total=7.269724J
27 s: 0.423280W, 0.846560J, total=8.116284J
29 s: 0.476525W, 0.953050J, total=9.069334J
32 s: 0.840810W, 1.681620J, total=10.750954J
34 s: 0.265251W, 0.530502J, total=11.281456J
36 s: 0.513299W, 1.026598J, total=12.308054J
38 s: 0.729860W, 1.459720J, total=13.767774J
41 s: 0.433239W, 0.866478J, total=14.634252J
43 s: 0.235381W, 0.470762J, total=15.105014J
45 s: 0.351035W, 0.702070J, total=15.807084J
47 s: 0.328816W, 0.657632J, total=16.464716J
50 s: 0.246161W, 0.492322J, total=16.957038J
52 s: 0.446543W, 0.893086J, total=17.850124J
54 s: 0.257878W, 0.515756J, total=18.365880J
56 s: 0.330296W, 0.660592J, total=19.026472J
59 s: 0.427664W, 0.855328J, total=19.881800J
61 s: 0.398941W, 0.797882J, total=20.679682J
63 s: 0.326179W, 0.652358J, total=21.332040J
66 s: 0.267618W, 0.535236J, total=21.867276J
68 s: 0.875794W, 1.751588J, total=23.618864J
70 s: 0.346182W, 0.692364J, total=24.311228J
72 s: 0.357106W, 0.714212J, total=25.025440J
75 s: 0.222795W, 0.445590J, total=25.471030J
77 s: 0.357375W, 0.714750J, total=26.185780J
79 s: 0.362902W, 0.725804J, total=26.911584J
81 s: 0.412015W, 0.824030J, total=27.735614J
84 s: 0.940979W, 1.881958J, total=29.617572J
86 s: 0.302569W, 0.605138J, total=30.222710J
88 s: 0.322412W, 0.644824J, total=30.867534J
90 s: 0.354675W, 0.709350J, total=31.576884J
93 s: 0.272124W, 0.544248J, total=32.121132J
95 s: 0.313968W, 0.627936J, total=32.749068J
97 s: 0.350478W, 0.700956J, total=33.450024J
99 s: 0.650099W, 1.300198J, total=34.750222J
102 s: 0.359311W, 0.718622J, total=35.468844J
104 s: 0.204957W, 0.409914J, total=35.878758J
106 s: 0.370823W, 0.741646J, total=36.620404J
108 s: 0.244251W, 0.488502J, total=37.108906J
111 s: 0.299746W, 0.599492J, total=37.708398J
113 s: 0.229395W, 0.458790J, total=38.167188J
115 s: 0.385478W, 0.770956J, total=38.938144J
118 s: 0.353818W, 0.707636J, total=39.645780J
120 s: 0.368971W, 0.737942J, total=40.383722J
122 s: 0.354480W, 0.708960J, total=41.092682J
124 s: 0.254065W, 0.508130J, total=41.600812J
126 s: 0.347166W, 0.694332J, total=42.295144J
129 s: 0.301789W, 0.603578J, total=42.898722J
131 s: 0.242075W, 0.484150J, total=43.382872J
133 s: 0.342127W, 0.684254J, total=44.067126J
136 s: 0.262875W, 0.525750J, total=44.592876J
138 s: 0.270824W, 0.541648J, total=45.134524J
Total Energy: 45.134524 J
