node,component,total_energy,avg_energy
aspire,cpu,180.41,1.66
aspire,nic,0.07,0.0
aspire,ram,137.16,0.98
aspire,sd,10.64,0.07
leo,cpu,132.28,1.22
leo,nic,0.19,0.0
leo,ram,43.6,0.31
leo,sd,0.03,0.0
nitro5,cpu,46.6,0.41
nitro5,nic,0.37,0.0
nitro5,ram,21.28,0.15
nitro5,sd,7.57,0.05
scorpius,nic,0.04,0.0
scorpius,ram,37.17,0.27
scorpius,sd,0.0,0.0
