0 s: 0.000000W, 0.000000J, total=0.000000J
2 s: 0.274430W, 0.548860J, total=0.548860J
4 s: 0.262969W, 0.525938J, total=1.074798J
6 s: 0.457220W, 0.914440J, total=1.989238J
8 s: 0.329270W, 0.658540J, total=2.647778J
10 s: 0.419002W, 0.838004J, total=3.485782J
13 s: 0.348527W, 0.697054J, total=4.182836J
15 s: 0.669588W, 1.339176J, total=5.522012J
17 s: 0.448570W, 0.897140J, total=6.419152J
19 s: 0.533964W, 1.067928J, total=7.487080J
21 s: 0.318661W, 0.637322J, total=8.124402J
23 s: 0.335288W, 0.670576J, total=8.794978J
26 s: 0.447478W, 0.894956J, total=9.689934J
28 s: 0.356161W, 0.712322J, total=10.402256J
30 s: 0.277438W, 0.554876J, total=10.957132J
32 s: 0.255872W, 0.511744J, total=11.468876J
34 s: 0.678577W, 1.357154J, total=12.826030J
36 s: 0.518267W, 1.036534J, total=13.862564J
38 s: 0.326337W, 0.652674J, total=14.515238J
41 s: 0.297040W, 0.594080J, total=15.109318J
43 s: 0.381273W, 0.762546J, total=15.871864J
45 s: 0.376714W, 0.753428J, total=16.625292J
47 s: 0.465235W, 0.930470J, total=17.555762J
49 s: 0.228544W, 0.457088J, total=18.012850J
51 s: 0.441654W, 0.883308J, total=18.896158J
54 s: 0.360400W, 0.720800J, total=19.616958J
56 s: 0.269109W, 0.538218J, total=20.155176J
58 s: 0.475772W, 0.951544J, total=21.106720J
60 s: 0.280158W, 0.560316J, total=21.667036J
62 s: 0.328141W, 0.656282J, total=22.323318J
64 s: 0.292908W, 0.585816J, total=22.909134J
67 s: 0.404401W, 0.808802J, total=23.717936J
69 s: 0.528632W, 1.057264J, total=24.775200J
71 s: 0.185005W, 0.370010J, total=25.145210J
73 s: 0.354156W, 0.708312J, total=25.853522J
75 s: 0.218307W, 0.436614J, total=26.290136J
77 s: 0.491717W, 0.983434J, total=27.273570J
80 s: 0.212758W, 0.425516J, total=27.699086J
82 s: 0.488127W, 0.976254J, total=28.675340J
84 s: 0.369245W, 0.738490J, total=29.413830J
86 s: 0.364190W, 0.728380J, total=30.142210J
88 s: 0.414308W, 0.828616J, total=30.970826J
90 s: 0.267204W, 0.534408J, total=31.505234J
92 s: 0.353462W, 0.706924J, total=32.212158J
95 s: 0.242454W, 0.484908J, total=32.697066J
97 s: 0.324146W, 0.648292J, total=33.345358J
99 s: 0.306215W, 0.612430J, total=33.957788J
101 s: 0.283687W, 0.567374J, total=34.525162J
103 s: 0.490788W, 0.981576J, total=35.506738J
105 s: 0.408708W, 0.817416J, total=36.324154J
107 s: 0.389406W, 0.778812J, total=37.102966J
110 s: 0.287441W, 0.574882J, total=37.677848J
112 s: 0.435669W, 0.871338J, total=38.549186J
114 s: 0.243742W, 0.487484J, total=39.036670J
116 s: 0.299500W, 0.599000J, total=39.635670J
118 s: 0.338656W, 0.677312J, total=40.312982J
120 s: 0.366310W, 0.732620J, total=41.045602J
122 s: 0.247039W, 0.494078J, total=41.539680J
125 s: 0.282237W, 0.564474J, total=42.104154J
127 s: 0.283572W, 0.567144J, total=42.671298J
129 s: 0.221837W, 0.443674J, total=43.114972J
131 s: 0.372255W, 0.744510J, total=43.859482J
133 s: 0.195494W, 0.390988J, total=44.250470J
135 s: 0.309243W, 0.618486J, total=44.868956J
138 s: 0.225986W, 0.451972J, total=45.320928J
Total Energy: 45.320928 J
