0 s: 0.037156W, 0.074312J, total=0.074312J
3 s: 0.044955W, 0.089910J, total=0.164222J
10 s: 0.062403W, 0.124806J, total=0.289028J
44 s: 0.053469W, 0.106938J, total=0.395966J
51 s: 0.058316W, 0.116632J, total=0.512598J
58 s: 0.071103W, 0.142206J, total=0.654804J
62 s: 0.081610W, 0.163220J, total=0.818024J
74 s: 0.056900W, 0.113800J, total=0.931824J
79 s: 0.079254W, 0.158508J, total=1.090332J
87 s: 0.072525W, 0.145050J, total=1.235382J
94 s: 0.057748W, 0.115496J, total=1.350878J
106 s: 0.063696W, 0.127392J, total=1.478270J
116 s: 0.079711W, 0.159422J, total=1.637692J
127 s: 0.070963W, 0.141926J, total=1.779618J
131 s: 0.049609W, 0.099218J, total=1.878836J
136 s: 0.068877W, 0.137754J, total=2.016590J
139 s: 0.063779W, 0.127558J, total=2.144148J
Total Energy: 2.144148 J
