0 s: 0.039184W, 0.078368J, total=0.078368J
2 s: 0.117944W, 0.235888J, total=0.314256J
4 s: 0.149940W, 0.299880J, total=0.614136J
6 s: 0.145033W, 0.290066J, total=0.904202J
8 s: 0.142064W, 0.284128J, total=1.188330J
11 s: 0.133952W, 0.267904J, total=1.456234J
13 s: 0.113120W, 0.226240J, total=1.682474J
15 s: 0.194740W, 0.389480J, total=2.071954J
18 s: 0.131962W, 0.263924J, total=2.335878J
20 s: 0.171565W, 0.343130J, total=2.679008J
22 s: 0.190618W, 0.381236J, total=3.060244J
24 s: 0.159993W, 0.319986J, total=3.380230J
27 s: 0.172493W, 0.344986J, total=3.725216J
29 s: 0.149891W, 0.299782J, total=4.024998J
31 s: 0.163676W, 0.327352J, total=4.352350J
33 s: 0.148816W, 0.297632J, total=4.649982J
36 s: 0.170166W, 0.340332J, total=4.990314J
38 s: 0.194596W, 0.389192J, total=5.379506J
40 s: 0.164954W, 0.329908J, total=5.709414J
42 s: 0.173581W, 0.347162J, total=6.056576J
45 s: 0.183281W, 0.366562J, total=6.423138J
47 s: 0.136110W, 0.272220J, total=6.695358J
49 s: 0.162106W, 0.324212J, total=7.019570J
51 s: 0.193757W, 0.387514J, total=7.407084J
53 s: 0.196975W, 0.393950J, total=7.801034J
56 s: 0.102152W, 0.204304J, total=8.005338J
58 s: 0.211103W, 0.422206J, total=8.427544J
60 s: 0.136904W, 0.273808J, total=8.701352J
62 s: 0.172731W, 0.345462J, total=9.046814J
65 s: 0.158540W, 0.317080J, total=9.363894J
67 s: 0.171575W, 0.343150J, total=9.707044J
69 s: 0.187795W, 0.375590J, total=10.082634J
71 s: 0.129698W, 0.259396J, total=10.342030J
74 s: 0.187547W, 0.375094J, total=10.717124J
76 s: 0.166171W, 0.332342J, total=11.049466J
78 s: 0.188706W, 0.377412J, total=11.426878J
80 s: 0.152035W, 0.304070J, total=11.730948J
83 s: 0.144451W, 0.288902J, total=12.019850J
85 s: 0.205402W, 0.410804J, total=12.430654J
87 s: 0.145357W, 0.290714J, total=12.721368J
89 s: 0.165222W, 0.330444J, total=13.051812J
92 s: 0.132587W, 0.265174J, total=13.316986J
94 s: 0.197334W, 0.394668J, total=13.711654J
96 s: 0.196862W, 0.393724J, total=14.105378J
98 s: 0.216559W, 0.433118J, total=14.538496J
101 s: 0.181438W, 0.362876J, total=14.901372J
103 s: 0.152959W, 0.305918J, total=15.207290J
105 s: 0.164991W, 0.329982J, total=15.537272J
107 s: 0.210613W, 0.421226J, total=15.958498J
110 s: 0.151151W, 0.302302J, total=16.260800J
112 s: 0.320604W, 0.641208J, total=16.902008J
114 s: 0.136910W, 0.273820J, total=17.175828J
116 s: 0.217489W, 0.434978J, total=17.610806J
119 s: 0.211248W, 0.422496J, total=18.033302J
121 s: 0.103050W, 0.206100J, total=18.239402J
123 s: 0.149452W, 0.298904J, total=18.538306J
125 s: 0.194653W, 0.389306J, total=18.927612J
128 s: 0.171353W, 0.342706J, total=19.270318J
130 s: 0.177096W, 0.354192J, total=19.624510J
132 s: 0.121105W, 0.242210J, total=19.866720J
134 s: 0.204685W, 0.409370J, total=20.276090J
137 s: 0.146428W, 0.292856J, total=20.568946J
139 s: 0.161952W, 0.323904J, total=20.892850J
Total Energy: 20.892850 J
