0 s: 0.034459W, 0.068918J, total=0.068918J
3 s: 0.054613W, 0.109226J, total=0.178144J
6 s: 0.028952W, 0.057904J, total=0.236048J
10 s: 0.030149W, 0.060298J, total=0.296346J
20 s: 0.050235W, 0.100470J, total=0.396816J
38 s: 0.041091W, 0.082182J, total=0.478998J
60 s: 0.041169W, 0.082338J, total=0.561336J
72 s: 0.041103W, 0.082206J, total=0.643542J
80 s: 0.041606W, 0.083212J, total=0.726754J
92 s: 0.031686W, 0.063372J, total=0.790126J
99 s: 0.039821W, 0.079642J, total=0.869768J
106 s: 0.031317W, 0.062634J, total=0.932402J
122 s: 0.039775W, 0.079550J, total=1.011952J
131 s: 0.031188W, 0.062376J, total=1.074328J
139 s: 0.029979W, 0.059958J, total=1.134286J
Total Energy: 1.134286 J
