0 s: 0.045098W, 0.090196J, total=0.090196J
3 s: 0.113954W, 0.227908J, total=0.318104J
6 s: 0.237705W, 0.475410J, total=0.793514J
9 s: 0.070607W, 0.141214J, total=0.934728J
12 s: 0.083965W, 0.167930J, total=1.102658J
16 s: 0.252951W, 0.505902J, total=1.608560J
19 s: 0.075974W, 0.151948J, total=1.760508J
27 s: 0.128699W, 0.257398J, total=2.017906J
44 s: 0.089720W, 0.179440J, total=2.197346J
Total Energy: 2.197346 J
