0 s: 0.056738W, 0.113476J, total=0.113476J
7 s: 0.343489W, 0.686978J, total=0.800454J
14 s: 0.259051W, 0.518102J, total=1.318556J
21 s: 0.141239W, 0.282478J, total=1.601034J
35 s: 0.109429W, 0.218858J, total=1.819892J
55 s: 0.139129W, 0.278258J, total=2.098150J
60 s: 0.098575W, 0.197150J, total=2.295300J
64 s: 0.287392W, 0.574784J, total=2.870084J
71 s: 0.166289W, 0.332578J, total=3.202662J
75 s: 0.111340W, 0.222680J, total=3.425342J
79 s: 0.256858W, 0.513716J, total=3.939058J
84 s: 0.211671W, 0.423342J, total=4.362400J
90 s: 0.173692W, 0.347384J, total=4.709784J
94 s: 0.344785W, 0.689570J, total=5.399354J
104 s: 1.508480W, 3.016960J, total=8.416314J
113 s: 0.632968W, 1.265936J, total=9.682250J
120 s: 0.268631W, 0.537262J, total=10.219512J
124 s: 0.173068W, 0.346136J, total=10.565648J
130 s: 0.166828W, 0.333656J, total=10.899304J
135 s: 0.084521W, 0.169042J, total=11.068346J
Total Energy: 11.068346 J
