node,component,total_energy,avg_energy
aspire,cpu,213.97,2.43
aspire,nic,0.97,0.01
aspire,ram,242.3,1.78
aspire,sd,119.23,0.83
leo,cpu,214.79,1.97
leo,nic,0.19,0.0
leo,ram,67.42,0.48
leo,sd,0.0,0.0
nitro5,cpu,37.2,0.34
nitro5,nic,0.17,0.0
nitro5,ram,23.04,0.16
nitro5,sd,9.83,0.07
scorpius,cpu,43.08,0.39
scorpius,nic,0.12,0.0
scorpius,ram,41.32,0.3
scorpius,sd,0.0,0.0
