node,component,total_energy,avg_energy
aspire,cpu,172.87,1.76
aspire,nic,0.2,0.0
aspire,ram,174.95,1.31
aspire,sd,9.29,0.07
leo,cpu,119.16,1.12
leo,nic,0.15,0.0
leo,ram,31.2,0.23
leo,sd,0.02,0.0
nitro5,cpu,36.76,0.32
nitro5,nic,1.55,0.01
nitro5,ram,20.74,0.15
nitro5,sd,9.51,0.07
scorpius,cpu,63.59,0.63
scorpius,nic,0.16,0.0
scorpius,ram,70.74,0.52
scorpius,sd,0.0,0.0
