0 s: 0.000000W, 0.000000J, total=0.000000J
5 s: 0.091268W, 0.182536J, total=0.182536J
13 s: 0.046076W, 0.092152J, total=0.274688J
19 s: 0.079637W, 0.159274J, total=0.433962J
36 s: 0.069389W, 0.138778J, total=0.572740J
44 s: 0.058271W, 0.116542J, total=0.689282J
82 s: 0.076257W, 0.152514J, total=0.841796J
97 s: 0.068695W, 0.137390J, total=0.979186J
105 s: 0.089171W, 0.178342J, total=1.157528J
Total Energy: 1.157528 J
