0 s: 0.000000W, 0.000000J, total=0.000000J
2 s: 0.289547W, 0.579094J, total=0.579094J
5 s: 0.224903W, 0.449806J, total=1.028900J
7 s: 0.329255W, 0.658510J, total=1.687410J
9 s: 0.304106W, 0.608212J, total=2.295622J
11 s: 0.347437W, 0.694874J, total=2.990496J
14 s: 0.434400W, 0.868800J, total=3.859296J
16 s: 0.198481W, 0.396962J, total=4.256258J
18 s: 0.300178W, 0.600356J, total=4.856614J
20 s: 0.262810W, 0.525620J, total=5.382234J
22 s: 0.500090W, 1.000180J, total=6.382414J
25 s: 0.279726W, 0.559452J, total=6.941866J
27 s: 0.279314W, 0.558628J, total=7.500494J
29 s: 0.265765W, 0.531530J, total=8.032024J
31 s: 0.336134W, 0.672268J, total=8.704292J
34 s: 0.385913W, 0.771826J, total=9.476118J
36 s: 0.151417W, 0.302834J, total=9.778952J
38 s: 0.434162W, 0.868324J, total=10.647276J
40 s: 0.248032W, 0.496064J, total=11.143340J
43 s: 0.378864W, 0.757728J, total=11.901068J
45 s: 0.238590W, 0.477180J, total=12.378248J
47 s: 0.334587W, 0.669174J, total=13.047422J
49 s: 0.302642W, 0.605284J, total=13.652706J
52 s: 0.400368W, 0.800736J, total=14.453442J
54 s: 0.358708W, 0.717416J, total=15.170858J
56 s: 0.281392W, 0.562784J, total=15.733642J
58 s: 0.294019W, 0.588038J, total=16.321680J
61 s: 0.227482W, 0.454964J, total=16.776644J
63 s: 0.342296W, 0.684592J, total=17.461236J
65 s: 0.386411W, 0.772822J, total=18.234058J
67 s: 0.232621W, 0.465242J, total=18.699300J
69 s: 0.340412W, 0.680824J, total=19.380124J
72 s: 0.375272W, 0.750544J, total=20.130668J
74 s: 0.367468W, 0.734936J, total=20.865604J
76 s: 0.169990W, 0.339980J, total=21.205584J
78 s: 0.316665W, 0.633330J, total=21.838914J
80 s: 0.396292W, 0.792584J, total=22.631498J
83 s: 0.291907W, 0.583814J, total=23.215312J
85 s: 0.298773W, 0.597546J, total=23.812858J
87 s: 0.233869W, 0.467738J, total=24.280596J
89 s: 0.223478W, 0.446956J, total=24.727552J
92 s: 0.330450W, 0.660900J, total=25.388452J
94 s: 0.246572W, 0.493144J, total=25.881596J
96 s: 0.229162W, 0.458324J, total=26.339920J
98 s: 0.282723W, 0.565446J, total=26.905366J
100 s: 0.259812W, 0.519624J, total=27.424990J
103 s: 0.306615W, 0.613230J, total=28.038220J
105 s: 0.252237W, 0.504474J, total=28.542694J
107 s: 0.193258W, 0.386516J, total=28.929210J
109 s: 0.223720W, 0.447440J, total=29.376650J
111 s: 0.229687W, 0.459374J, total=29.836024J
114 s: 0.215836W, 0.431672J, total=30.267696J
116 s: 0.160689W, 0.321378J, total=30.589074J
118 s: 0.809713W, 1.619426J, total=32.208500J
120 s: 0.276926W, 0.553852J, total=32.762352J
122 s: 0.149911W, 0.299822J, total=33.062174J
124 s: 0.392091W, 0.784182J, total=33.846356J
127 s: 0.207169W, 0.414338J, total=34.260694J
129 s: 0.206336W, 0.412672J, total=34.673366J
131 s: 0.183486W, 0.366972J, total=35.040338J
133 s: 0.250481W, 0.500962J, total=35.541300J
135 s: 0.385941W, 0.771882J, total=36.313182J
137 s: 0.152229W, 0.304458J, total=36.617640J
139 s: 0.174864W, 0.349728J, total=36.967368J
Total Energy: 36.967368 J
