0 s: 0.000000W, 0.000000J, total=0.000000J
11 s: 0.429469W, 0.858938J, total=0.858938J
32 s: 0.537548W, 1.075096J, total=1.934034J
73 s: 0.328015W, 0.656030J, total=2.590064J
89 s: 0.228649W, 0.457298J, total=3.047362J
102 s: 0.705125W, 1.410250J, total=4.457612J
118 s: 0.693172W, 1.386344J, total=5.843956J
125 s: 1.116280W, 2.232560J, total=8.076516J
133 s: 0.278710W, 0.557420J, total=8.633936J
Total Energy: 8.633936 J
