node,component,total_energy,avg_energy
aspire,cpu,253.34,2.35
aspire,nic,0.1,0.0
aspire,ram,225.8,1.61
aspire,sd,631.12,4.38
leo,cpu,207.56,1.89
leo,nic,0.21,0.0
leo,ram,60.68,0.43
leo,sd,0.0,0.0
nitro5,cpu,44.94,0.41
nitro5,nic,1.2,0.01
nitro5,ram,21.26,0.15
nitro5,sd,14.45,0.1
scorpius,cpu,59.27,0.55
scorpius,nic,0.15,0.0
scorpius,ram,65.38,0.47
scorpius,sd,0.0,0.0
