0 s: 0.029403W, 0.058806J, total=0.058806J
3 s: 0.153392W, 0.306784J, total=0.365590J
6 s: 0.152832W, 0.305664J, total=0.671254J
8 s: 0.185621W, 0.371242J, total=1.042496J
11 s: 0.130514W, 0.261028J, total=1.303524J
13 s: 0.120794W, 0.241588J, total=1.545112J
16 s: 0.148769W, 0.297538J, total=1.842650J
18 s: 0.147230W, 0.294460J, total=2.137110J
21 s: 0.129714W, 0.259428J, total=2.396538J
23 s: 0.117513W, 0.235026J, total=2.631564J
26 s: 0.150740W, 0.301480J, total=2.933044J
29 s: 0.136688W, 0.273376J, total=3.206420J
31 s: 0.121352W, 0.242704J, total=3.449124J
34 s: 0.102375W, 0.204750J, total=3.653874J
37 s: 0.164928W, 0.329856J, total=3.983730J
39 s: 0.098649W, 0.197298J, total=4.181028J
42 s: 0.124270W, 0.248540J, total=4.429568J
44 s: 0.136636W, 0.273272J, total=4.702840J
47 s: 0.139053W, 0.278106J, total=4.980946J
49 s: 0.128396W, 0.256792J, total=5.237738J
52 s: 0.127698W, 0.255396J, total=5.493134J
55 s: 0.133517W, 0.267034J, total=5.760168J
58 s: 0.141650W, 0.283300J, total=6.043468J
60 s: 0.120355W, 0.240710J, total=6.284178J
63 s: 0.148394W, 0.296788J, total=6.580966J
65 s: 0.112386W, 0.224772J, total=6.805738J
68 s: 0.141649W, 0.283298J, total=7.089036J
70 s: 0.116908W, 0.233816J, total=7.322852J
73 s: 0.126271W, 0.252542J, total=7.575394J
75 s: 0.152498W, 0.304996J, total=7.880390J
78 s: 0.142453W, 0.284906J, total=8.165296J
80 s: 0.103183W, 0.206366J, total=8.371662J
83 s: 0.120676W, 0.241352J, total=8.613014J
86 s: 0.132379W, 0.264758J, total=8.877772J
88 s: 0.119619W, 0.239238J, total=9.117010J
91 s: 0.108257W, 0.216514J, total=9.333524J
93 s: 0.120790W, 0.241580J, total=9.575104J
96 s: 0.130909W, 0.261818J, total=9.836922J
99 s: 0.118890W, 0.237780J, total=10.074702J
101 s: 0.094047W, 0.188094J, total=10.262796J
104 s: 0.120793W, 0.241586J, total=10.504382J
106 s: 0.316932W, 0.633864J, total=11.138246J
109 s: 0.109653W, 0.219306J, total=11.357552J
111 s: 0.158383W, 0.316766J, total=11.674318J
114 s: 0.234570W, 0.469140J, total=12.143458J
117 s: 0.178818W, 0.357636J, total=12.501094J
119 s: 0.151081W, 0.302162J, total=12.803256J
122 s: 0.102177W, 0.204354J, total=13.007610J
125 s: 0.142759W, 0.285518J, total=13.293128J
127 s: 0.199238W, 0.398476J, total=13.691604J
130 s: 0.164108W, 0.328216J, total=14.019820J
132 s: 0.234837W, 0.469674J, total=14.489494J
135 s: 0.124075W, 0.248150J, total=14.737644J
137 s: 0.157776W, 0.315552J, total=15.053196J
Total Energy: 15.053196 J
