0 s: 0.054900W, 0.109800J, total=0.109800J
7 s: 1.569670W, 3.139340J, total=3.249140J
16 s: 0.853997W, 1.707994J, total=4.957134J
25 s: 0.590743W, 1.181486J, total=6.138620J
30 s: 1.130750W, 2.261500J, total=8.400120J
59 s: 0.819964W, 1.639928J, total=10.040048J
69 s: 0.733049W, 1.466098J, total=11.506146J
76 s: 0.341592W, 0.683184J, total=12.189330J
82 s: 0.986235W, 1.972470J, total=14.161800J
123 s: 0.579013W, 1.158026J, total=15.319826J
128 s: 2.395670W, 4.791340J, total=20.111166J
139 s: 0.315163W, 0.630326J, total=20.741492J
Total Energy: 20.741492 J
