node,component,total_energy,avg_energy
aspire,cpu,61.73,0.58
aspire,nic,0.24,0.0
aspire,ram,35.12,0.26
aspire,sd,138.1,0.99
leo,cpu,66.67,0.63
leo,nic,0.28,0.0
leo,ram,20.2,0.15
leo,sd,0.0,0.0
nitro5,cpu,37.68,0.34
nitro5,nic,0.4,0.0
nitro5,ram,20.78,0.15
nitro5,sd,15.81,0.11
scorpius,cpu,129.96,1.33
scorpius,nic,0.11,0.0
scorpius,ram,148.96,1.1
scorpius,sd,0.0,0.0
