0 s: 0.034889W, 0.069778J, total=0.069778J
5 s: 0.034268W, 0.068536J, total=0.138314J
56 s: 0.032514W, 0.065028J, total=0.203342J
61 s: 0.026110W, 0.052220J, total=0.255562J
72 s: 0.029583W, 0.059166J, total=0.314728J
78 s: 0.027253W, 0.054506J, total=0.369234J
98 s: 0.023521W, 0.047042J, total=0.416276J
102 s: 0.019189W, 0.038378J, total=0.454654J
105 s: 0.027325W, 0.054650J, total=0.509304J
107 s: 0.028800W, 0.057600J, total=0.566904J
110 s: 0.026394W, 0.052788J, total=0.619692J
113 s: 0.037353W, 0.074706J, total=0.694398J
Total Energy: 0.694398 J
