node,component,total_energy,avg_energy
aspire,cpu,173.08,1.77
aspire,nic,0.17,0.0
aspire,ram,150.27,1.12
aspire,sd,9.29,0.07
leo,cpu,71.2,0.68
leo,nic,0.83,0.01
leo,ram,21.08,0.16
leo,sd,0.0,0.0
nitro5,cpu,38.82,0.34
nitro5,nic,0.83,0.01
nitro5,ram,20.72,0.15
nitro5,sd,8.81,0.06
scorpius,cpu,79.72,0.78
scorpius,nic,0.27,0.0
scorpius,ram,98.47,0.73
scorpius,sd,0.02,0.0
