0 s: 0.037404W, 0.074808J, total=0.074808J
30 s: 0.064637W, 0.129274J, total=0.204082J
43 s: 0.067879W, 0.135758J, total=0.339840J
51 s: 0.071372W, 0.142744J, total=0.482584J
85 s: 0.053572W, 0.107144J, total=0.589728J
92 s: 0.048250W, 0.096500J, total=0.686228J
99 s: 0.061967W, 0.123934J, total=0.810162J
105 s: 0.064746W, 0.129492J, total=0.939654J
121 s: 0.053687W, 0.107374J, total=1.047028J
135 s: 0.053481W, 0.106962J, total=1.153990J
Total Energy: 1.153990 J
