node,component,total_energy,avg_energy
aspire,cpu,87.4,0.82
aspire,nic,0.26,0.0
aspire,ram,73.94,0.53
aspire,sd,3.49,0.02
leo,cpu,162.07,1.46
leo,nic,0.21,0.0
leo,ram,47.66,0.34
leo,sd,0.0,0.0
nitro5,cpu,35.79,0.34
nitro5,nic,0.21,0.0
nitro5,ram,23.45,0.17
nitro5,sd,10.32,0.07
scorpius,cpu,103.49,0.95
scorpius,ram,115.74,0.83
scorpius,sd,0.0,0.0
