node,component,total_energy,avg_energy
aspire,cpu,53.17,0.5
aspire,nic,0.17,0.0
aspire,ram,37.84,0.27
aspire,sd,5.97,0.04
leo,cpu,70.53,0.66
leo,nic,0.22,0.0
leo,ram,21.94,0.16
leo,sd,0.0,0.0
nitro5,cpu,38.0,0.34
nitro5,nic,0.14,0.0
nitro5,ram,22.75,0.16
nitro5,sd,9.72,0.07
scorpius,cpu,120.2,1.1
scorpius,nic,0.29,0.0
scorpius,ram,155.73,1.11
scorpius,sd,0.0,0.0
