0 s: 0.033785W, 0.067570J, total=0.067570J
5 s: 0.057277W, 0.114554J, total=0.182124J
9 s: 0.025169W, 0.050338J, total=0.232462J
14 s: 0.032657W, 0.065314J, total=0.297776J
17 s: 0.041856W, 0.083712J, total=0.381488J
20 s: 0.073123W, 0.146246J, total=0.527734J
25 s: 0.032902W, 0.065804J, total=0.593538J
29 s: 0.037699W, 0.075398J, total=0.668936J
33 s: 0.031642W, 0.063284J, total=0.732220J
36 s: 0.021610W, 0.043220J, total=0.775440J
40 s: 0.026162W, 0.052324J, total=0.827764J
45 s: 0.029693W, 0.059386J, total=0.887150J
48 s: 0.038365W, 0.076730J, total=0.963880J
51 s: 0.084894W, 0.169788J, total=1.133668J
54 s: 0.021555W, 0.043110J, total=1.176778J
59 s: 0.024331W, 0.048662J, total=1.225440J
63 s: 0.035175W, 0.070350J, total=1.295790J
66 s: 0.016955W, 0.033910J, total=1.329700J
71 s: 0.024718W, 0.049436J, total=1.379136J
76 s: 0.019322W, 0.038644J, total=1.417780J
82 s: 0.029449W, 0.058898J, total=1.476678J
84 s: 0.026117W, 0.052234J, total=1.528912J
87 s: 0.019697W, 0.039394J, total=1.568306J
90 s: 0.019048W, 0.038096J, total=1.606402J
93 s: 0.025636W, 0.051272J, total=1.657674J
96 s: 0.029668W, 0.059336J, total=1.717010J
99 s: 0.025039W, 0.050078J, total=1.767088J
102 s: 0.022207W, 0.044414J, total=1.811502J
105 s: 0.019165W, 0.038330J, total=1.849832J
108 s: 0.025819W, 0.051638J, total=1.901470J
111 s: 0.031652W, 0.063304J, total=1.964774J
114 s: 0.032982W, 0.065964J, total=2.030738J
116 s: 0.013880W, 0.027760J, total=2.058498J
123 s: 0.021273W, 0.042546J, total=2.101044J
125 s: 0.030973W, 0.061946J, total=2.162990J
129 s: 0.015832W, 0.031664J, total=2.194654J
131 s: 0.024888W, 0.049776J, total=2.244430J
134 s: 0.022762W, 0.045524J, total=2.289954J
137 s: 0.019861W, 0.039722J, total=2.329676J
Total Energy: 2.329676 J
