0 s: 0.047813W, 0.095626J, total=0.095626J
3 s: 0.112675W, 0.225350J, total=0.320976J
5 s: 0.602754W, 1.205508J, total=1.526484J
8 s: 0.268118W, 0.536236J, total=2.062720J
11 s: 0.189512W, 0.379024J, total=2.441744J
13 s: 0.146043W, 0.292086J, total=2.733830J
16 s: 0.179679W, 0.359358J, total=3.093188J
19 s: 0.151782W, 0.303564J, total=3.396752J
21 s: 0.139808W, 0.279616J, total=3.676368J
24 s: 0.230237W, 0.460474J, total=4.136842J
27 s: 0.159426W, 0.318852J, total=4.455694J
29 s: 0.159166W, 0.318332J, total=4.774026J
32 s: 0.187204W, 0.374408J, total=5.148434J
35 s: 0.105055W, 0.210110J, total=5.358544J
37 s: 0.258133W, 0.516266J, total=5.874810J
40 s: 0.163590W, 0.327180J, total=6.201990J
42 s: 0.190662W, 0.381324J, total=6.583314J
45 s: 0.128374W, 0.256748J, total=6.840062J
48 s: 0.234443W, 0.468886J, total=7.308948J
50 s: 0.152262W, 0.304524J, total=7.613472J
53 s: 0.187721W, 0.375442J, total=7.988914J
56 s: 0.137871W, 0.275742J, total=8.264656J
58 s: 0.181477W, 0.362954J, total=8.627610J
61 s: 0.149794W, 0.299588J, total=8.927198J
64 s: 0.149287W, 0.298574J, total=9.225772J
66 s: 0.140071W, 0.280142J, total=9.505914J
69 s: 0.382510W, 0.765020J, total=10.270934J
72 s: 0.174297W, 0.348594J, total=10.619528J
74 s: 0.182085W, 0.364170J, total=10.983698J
77 s: 0.168794W, 0.337588J, total=11.321286J
80 s: 0.217326W, 0.434652J, total=11.755938J
83 s: 0.179669W, 0.359338J, total=12.115276J
85 s: 0.197482W, 0.394964J, total=12.510240J
88 s: 0.194974W, 0.389948J, total=12.900188J
91 s: 0.176686W, 0.353372J, total=13.253560J
93 s: 0.213245W, 0.426490J, total=13.680050J
96 s: 0.176761W, 0.353522J, total=14.033572J
98 s: 0.134289W, 0.268578J, total=14.302150J
101 s: 0.150963W, 0.301926J, total=14.604076J
104 s: 0.149221W, 0.298442J, total=14.902518J
106 s: 0.149520W, 0.299040J, total=15.201558J
109 s: 0.171270W, 0.342540J, total=15.544098J
112 s: 0.174058W, 0.348116J, total=15.892214J
115 s: 0.177026W, 0.354052J, total=16.246266J
117 s: 0.177796W, 0.355592J, total=16.601858J
120 s: 0.157186W, 0.314372J, total=16.916230J
123 s: 0.304338W, 0.608676J, total=17.524906J
125 s: 0.161199W, 0.322398J, total=17.847304J
128 s: 0.164798W, 0.329596J, total=18.176900J
131 s: 0.161897W, 0.323794J, total=18.500694J
133 s: 0.210595W, 0.421190J, total=18.921884J
136 s: 0.171364W, 0.342728J, total=19.264612J
139 s: 0.141342W, 0.282684J, total=19.547296J
Total Energy: 19.547296 J
