0 s: 0.057493W, 0.114986J, total=0.114986J
5 s: 0.346821W, 0.693642J, total=0.808628J
8 s: 5.096650W, 10.193300J, total=11.001928J
11 s: 1.176100W, 2.352200J, total=13.354128J
17 s: 0.971885W, 1.943770J, total=15.297898J
39 s: 0.208918W, 0.417836J, total=15.715734J
42 s: 0.138525W, 0.277050J, total=15.992784J
48 s: 0.776278W, 1.552556J, total=17.545340J
51 s: 1.599770W, 3.199540J, total=20.744880J
54 s: 1.752740W, 3.505480J, total=24.250360J
58 s: 0.816563W, 1.633126J, total=25.883486J
81 s: 0.803603W, 1.607206J, total=27.490692J
83 s: 0.363573W, 0.727146J, total=28.217838J
86 s: 1.717110W, 3.434220J, total=31.652058J
90 s: 1.432740W, 2.865480J, total=34.517538J
94 s: 1.103650W, 2.207300J, total=36.724838J
107 s: 0.397727W, 0.795454J, total=37.520292J
111 s: 0.684937W, 1.369874J, total=38.890166J
117 s: 0.552411W, 1.104822J, total=39.994988J
123 s: 1.323760W, 2.647520J, total=42.642508J
128 s: 1.163490W, 2.326980J, total=44.969488J
Total Energy: 44.969488 J
