0 s: 0.034722W, 0.069444J, total=0.069444J
4 s: 0.069112W, 0.138224J, total=0.207668J
6 s: 0.041315W, 0.082630J, total=0.290298J
9 s: 0.042103W, 0.084206J, total=0.374504J
12 s: 0.087729W, 0.175458J, total=0.549962J
57 s: 0.038607W, 0.077214J, total=0.627176J
65 s: 0.040609W, 0.081218J, total=0.708394J
71 s: 0.041321W, 0.082642J, total=0.791036J
81 s: 0.034179W, 0.068358J, total=0.859394J
94 s: 0.039074W, 0.078148J, total=0.937542J
103 s: 0.036210W, 0.072420J, total=1.009962J
136 s: 0.046676W, 0.093352J, total=1.103314J
Total Energy: 1.103314 J
