Average Power scorpius sd : 0.00 Watts
Total Energy scorpius sd : 0.00 Joules
2026-02-25 21:43:28,629312,0.00,0.00
2026-02-25 21:43:28,446634,0.00,0.00
2026-02-25 21:43:28,363085,0.00,0.00
2026-02-25 21:43:28,363201,0.00,0.00
2026-02-25 21:43:28,629741,0.00,0.00
2026-02-25 21:43:28,363508,0.00,0.00
2026-02-25 21:43:28,363202,0.00,0.00
2026-02-25 21:43:28,363204,0.00,0.00
2026-02-25 21:43:28,363203,0.00,0.00
2026-02-25 21:43:28,363206,0.00,0.00
2026-02-25 21:43:28,363205,0.00,0.00
2026-02-25 21:43:28,363207,0.00,0.00
2026-02-25 21:43:28,363208,0.00,0.00
2026-02-25 21:43:28,363210,0.00,0.00
2026-02-25 21:43:28,363211,0.00,0.00
2026-02-25 21:43:28,363212,0.00,0.00
2026-02-25 21:43:28,363380,0.00,0.00
2026-02-25 21:43:28,363214,0.00,0.00
2026-02-25 21:43:28,363213,0.00,0.00
2026-02-25 21:43:28,363216,0.00,0.00
2026-02-25 21:43:28,363381,0.00,0.00
2026-02-25 21:43:28,362568,0.00,0.00
2026-02-25 21:43:29,629312,0.00,0.00
2026-02-25 21:43:29,446634,0.00,0.00
2026-02-25 21:43:29,363201,0.00,0.00
2026-02-25 21:43:29,363085,0.00,0.00
2026-02-25 21:43:29,363508,0.00,0.00
2026-02-25 21:43:29,363202,0.00,0.00
2026-02-25 21:43:29,629741,0.00,0.00
2026-02-25 21:43:29,363204,0.00,0.00
2026-02-25 21:43:29,363203,0.00,0.00
2026-02-25 21:43:29,363206,0.00,0.00
2026-02-25 21:43:29,363205,0.00,0.00
2026-02-25 21:43:29,363207,0.00,0.00
2026-02-25 21:43:29,363208,0.00,0.00
2026-02-25 21:43:29,363211,0.00,0.00
2026-02-25 21:43:29,363380,0.00,0.00
2026-02-25 21:43:29,363214,0.00,0.00
2026-02-25 21:43:29,363213,0.00,0.00
2026-02-25 21:43:29,363381,0.00,0.00
2026-02-25 21:43:29,363212,0.00,0.00
2026-02-25 21:43:29,363216,0.00,0.00
2026-02-25 21:43:29,363210,0.00,0.00
2026-02-25 21:43:29,362568,0.00,0.00
2026-02-25 21:43:30,446634,0.00,0.00
2026-02-25 21:43:30,629312,0.00,0.00
2026-02-25 21:43:30,363201,0.00,0.00
2026-02-25 21:43:30,363085,0.00,0.00
2026-02-25 21:43:30,363508,0.00,0.00
2026-02-25 21:43:30,363202,0.00,0.00
2026-02-25 21:43:30,629741,0.00,0.00
2026-02-25 21:43:30,363203,0.00,0.00
2026-02-25 21:43:30,363206,0.00,0.00
2026-02-25 21:43:30,363204,0.00,0.00
2026-02-25 21:43:30,363205,0.00,0.00
2026-02-25 21:43:30,363207,0.00,0.00
2026-02-25 21:43:30,363208,0.00,0.00
2026-02-25 21:43:30,363211,0.00,0.00
2026-02-25 21:43:30,363380,0.00,0.00
2026-02-25 21:43:30,363214,0.00,0.00
2026-02-25 21:43:30,363213,0.00,0.00
2026-02-25 21:43:30,363381,0.00,0.00
2026-02-25 21:43:30,363212,0.00,0.00
2026-02-25 21:43:30,363210,0.00,0.00
2026-02-25 21:43:30,363216,0.00,0.00
2026-02-25 21:43:30,362568,0.00,0.00
2026-02-25 21:43:31,629312,0.00,0.00
2026-02-25 21:43:31,446634,0.00,0.00
2026-02-25 21:43:31,363201,0.00,0.00
2026-02-25 21:43:31,363085,0.00,0.00
2026-02-25 21:43:31,363508,0.00,0.00
2026-02-25 21:43:31,363202,0.00,0.00
2026-02-25 21:43:31,629741,0.00,0.00
2026-02-25 21:43:31,363203,0.00,0.00
2026-02-25 21:43:31,363206,0.00,0.00
2026-02-25 21:43:31,363204,0.00,0.00
2026-02-25 21:43:31,363205,0.00,0.00
2026-02-25 21:43:31,363207,0.00,0.00
2026-02-25 21:43:31,363208,0.00,0.00
2026-02-25 21:43:31,363211,0.00,0.00
2026-02-25 21:43:31,363380,0.00,0.00
2026-02-25 21:43:31,363214,0.00,0.00
2026-02-25 21:43:31,363213,0.00,0.00
2026-02-25 21:43:31,363381,0.00,0.00
2026-02-25 21:43:31,363210,0.00,0.00
2026-02-25 21:43:31,363212,0.00,0.00
2026-02-25 21:43:31,363216,0.00,0.00
2026-02-25 21:43:31,362568,0.00,0.00
2026-02-25 21:43:32,629312,0.00,0.00
2026-02-25 21:43:32,363085,0.00,0.00
2026-02-25 21:43:32,446634,0.00,0.00
2026-02-25 21:43:32,363508,0.00,0.00
2026-02-25 21:43:32,363201,0.00,0.00
2026-02-25 21:43:32,629741,0.00,0.00
2026-02-25 21:43:32,363204,0.00,0.00
2026-02-25 21:43:32,363206,0.00,0.00
2026-02-25 21:43:32,363203,0.00,0.00
2026-02-25 21:43:32,363205,0.00,0.00
2026-02-25 21:43:32,363208,0.00,0.00
2026-02-25 21:43:32,363380,0.00,0.00
2026-02-25 21:43:32,363202,0.00,0.00
2026-02-25 21:43:32,363211,0.00,0.00
2026-02-25 21:43:32,363213,0.00,0.00
2026-02-25 21:43:32,363381,0.00,0.00
