nodo_name,pid,name_pid
nitro5,1035,mysqld
nitro5,1355,dockerd
nitro5,1513,containerd
nitro5,1927298,java
nitro5,1927298,java
nitro5,1997,containerd-shim
nitro5,3091680,containerd-shim
nitro5,3091743,containerd-shim
nitro5,3093580,kube-controller
nitro5,3094818,coredns
nitro5,387739,containerd
nitro5,387965,containerd-shim
nitro5,387973,containerd-shim
nitro5,387977,containerd-shim
nitro5,387978,containerd-shim
nitro5,388213,kube-controller
nitro5,388217,kube-scheduler
nitro5,388242,kube-apiserver
nitro5,388242,kube-apiserver
nitro5,388387,kubelet
nitro5,388541,containerd-shim
nitro5,388594,kube-proxy
nitro5,388594,kube-proxy
nitro5,388909,containerd-shim
nitro5,389356,calico-node
nitro5,389357,calico-node
nitro5,389358,calico-node
nitro5,389359,calico-node
nitro5,389360,calico-node
nitro5,389362,calico-node
nitro5,389652,bird
nitro5,389653,bird6
nitro5,422584,java
nitro5,422584,java
aspire,10197,calico-node
aspire,10198,calico-node
aspire,10199,calico-node
aspire,10201,calico-node
aspire,10202,calico-node
aspire,10203,calico-node
aspire,10318,bird
aspire,10319,bird6
aspire,1604,dockerd
aspire,9360,containerd
aspire,9496,kubelet
aspire,9546,containerd-shim
aspire,9601,kube-proxy
aspire,9601,kube-proxy
aspire,9629,containerd-shim
scorpius,7242,containerd
scorpius,7429,kubelet
scorpius,7781,containerd-shim
scorpius,7835,kube-proxy
scorpius,7835,kube-proxy
scorpius,8325,containerd-shim
scorpius,8737,calico-node
scorpius,8738,calico-node
scorpius,8739,calico-node
scorpius,8740,calico-node
scorpius,8741,calico-node
scorpius,8742,calico-node
scorpius,8910,bird
scorpius,8911,bird6
leo02,712237,containerd-shim
leo02,712290,coredns
leo02,7352,containerd
leo02,7543,kubelet
leo02,7600,containerd-shim
leo02,7653,kube-proxy
leo02,7653,kube-proxy
leo02,7820,containerd-shim
leo02,8219,calico-node
leo02,8220,calico-node
leo02,8221,calico-node
leo02,8222,calico-node
leo02,8223,calico-node
leo02,8224,calico-node
leo02,8337,bird6
leo02,8338,bird
leo02,888407,containerd-shim
leo02,888464,kube-scheduler
