0 s: 0.032033W, 0.064066J, total=0.064066J
5 s: 0.107500W, 0.215000J, total=0.279066J
8 s: 0.035534W, 0.071068J, total=0.350134J
12 s: 0.033103W, 0.066206J, total=0.416340J
19 s: 0.041264W, 0.082528J, total=0.498868J
31 s: 0.036525W, 0.073050J, total=0.571918J
37 s: 0.039008W, 0.078016J, total=0.649934J
88 s: 0.033909W, 0.067818J, total=0.717752J
103 s: 0.029628W, 0.059256J, total=0.777008J
125 s: 0.037366W, 0.074732J, total=0.851740J
Total Energy: 0.851740 J
