0 s: 0.037091W, 0.074182J, total=0.074182J
2 s: 0.059100W, 0.118200J, total=0.192382J
5 s: 0.038560W, 0.077120J, total=0.269502J
7 s: 0.052703W, 0.105406J, total=0.374908J
9 s: 0.039109W, 0.078218J, total=0.453126J
11 s: 0.097298W, 0.194596J, total=0.647722J
14 s: 0.042640W, 0.085280J, total=0.733002J
16 s: 0.048178W, 0.096356J, total=0.829358J
18 s: 0.057640W, 0.115280J, total=0.944638J
21 s: 0.094780W, 0.189560J, total=1.134198J
23 s: 0.043786W, 0.087572J, total=1.221770J
25 s: 0.049262W, 0.098524J, total=1.320294J
27 s: 0.047486W, 0.094972J, total=1.415266J
30 s: 0.058500W, 0.117000J, total=1.532266J
32 s: 0.049920W, 0.099840J, total=1.632106J
34 s: 0.057103W, 0.114206J, total=1.746312J
37 s: 0.042841W, 0.085682J, total=1.831994J
39 s: 0.039443W, 0.078886J, total=1.910880J
41 s: 0.066347W, 0.132694J, total=2.043574J
43 s: 0.054317W, 0.108634J, total=2.152208J
46 s: 0.034836W, 0.069672J, total=2.221880J
48 s: 0.043619W, 0.087238J, total=2.309118J
50 s: 0.065744W, 0.131488J, total=2.440606J
53 s: 0.044918W, 0.089836J, total=2.530442J
55 s: 0.051582W, 0.103164J, total=2.633606J
57 s: 0.044435W, 0.088870J, total=2.722476J
59 s: 0.053213W, 0.106426J, total=2.828902J
62 s: 0.074007W, 0.148014J, total=2.976916J
64 s: 0.033859W, 0.067718J, total=3.044634J
66 s: 0.052003W, 0.104006J, total=3.148640J
69 s: 0.040988W, 0.081976J, total=3.230616J
71 s: 0.060494W, 0.120988J, total=3.351604J
73 s: 0.045438W, 0.090876J, total=3.442480J
76 s: 0.037655W, 0.075310J, total=3.517790J
78 s: 0.048778W, 0.097556J, total=3.615346J
80 s: 0.083514W, 0.167028J, total=3.782374J
82 s: 0.038992W, 0.077984J, total=3.860358J
85 s: 0.056849W, 0.113698J, total=3.974056J
87 s: 0.034595W, 0.069190J, total=4.043246J
89 s: 0.069020W, 0.138040J, total=4.181286J
92 s: 0.068021W, 0.136042J, total=4.317328J
94 s: 0.054218W, 0.108436J, total=4.425764J
96 s: 0.052643W, 0.105286J, total=4.531050J
99 s: 0.043730W, 0.087460J, total=4.618510J
101 s: 0.092270W, 0.184540J, total=4.803050J
103 s: 0.047978W, 0.095956J, total=4.899006J
105 s: 0.037638W, 0.075276J, total=4.974282J
108 s: 0.046835W, 0.093670J, total=5.067952J
110 s: 0.054592W, 0.109184J, total=5.177136J
112 s: 0.043638W, 0.087276J, total=5.264412J
115 s: 0.051623W, 0.103246J, total=5.367658J
117 s: 0.045242W, 0.090484J, total=5.458142J
119 s: 0.053718W, 0.107436J, total=5.565578J
122 s: 0.053783W, 0.107566J, total=5.673144J
124 s: 0.039373W, 0.078746J, total=5.751890J
126 s: 0.038559W, 0.077118J, total=5.829008J
128 s: 0.038801W, 0.077602J, total=5.906610J
131 s: 0.054880W, 0.109760J, total=6.016370J
133 s: 0.035671W, 0.071342J, total=6.087712J
135 s: 0.044174W, 0.088348J, total=6.176060J
138 s: 0.038423W, 0.076846J, total=6.252906J
Total Energy: 6.252906 J
