group,intensity,exp_index,exp_id,exp_folder,node,component,total_energy_J,avg_power_W
without-plugin,medium,15,without-plugin_medium_15,exp(08:13:08)_fase3_medium_iter9,nitro5,sd,14.73,0.1
without-plugin,medium,15,without-plugin_medium_15,exp(08:13:08)_fase3_medium_iter9,scorpius,cpu,62.08,0.58
without-plugin,medium,15,without-plugin_medium_15,exp(08:13:08)_fase3_medium_iter9,scorpius,nic,0.2,0.0
without-plugin,medium,15,without-plugin_medium_15,exp(08:13:08)_fase3_medium_iter9,scorpius,ram,61.46,0.44
without-plugin,medium,15,without-plugin_medium_15,exp(08:13:08)_fase3_medium_iter9,scorpius,sd,0.0,0.0
without-plugin,medium,16,without-plugin_medium_16,exp(23:00:51)_fase3_medium_iter1,aspire,cpu,73.37,0.69
without-plugin,medium,16,without-plugin_medium_16,exp(23:00:51)_fase3_medium_iter1,aspire,nic,0.34,0.0
without-plugin,medium,16,without-plugin_medium_16,exp(23:00:51)_fase3_medium_iter1,aspire,ram,54.11,0.39
without-plugin,medium,16,without-plugin_medium_16,exp(23:00:51)_fase3_medium_iter1,aspire,sd,3.49,0.02
without-plugin,medium,16,without-plugin_medium_16,exp(23:00:51)_fase3_medium_iter1,leo,cpu,103.16,0.97
without-plugin,medium,16,without-plugin_medium_16,exp(23:00:51)_fase3_medium_iter1,leo,nic,0.65,0.01
without-plugin,medium,16,without-plugin_medium_16,exp(23:00:51)_fase3_medium_iter1,leo,ram,32.94,0.24
without-plugin,medium,16,without-plugin_medium_16,exp(23:00:51)_fase3_medium_iter1,leo,sd,0.0,0.0
without-plugin,medium,16,without-plugin_medium_16,exp(23:00:51)_fase3_medium_iter1,nitro5,cpu,39.82,0.35
without-plugin,medium,16,without-plugin_medium_16,exp(23:00:51)_fase3_medium_iter1,nitro5,nic,1.17,0.01
without-plugin,medium,16,without-plugin_medium_16,exp(23:00:51)_fase3_medium_iter1,nitro5,ram,24.86,0.17
without-plugin,medium,16,without-plugin_medium_16,exp(23:00:51)_fase3_medium_iter1,nitro5,sd,10.76,0.07
without-plugin,medium,16,without-plugin_medium_16,exp(23:00:51)_fase3_medium_iter1,scorpius,cpu,97.53,0.89
without-plugin,medium,16,without-plugin_medium_16,exp(23:00:51)_fase3_medium_iter1,scorpius,nic,2.62,0.02
without-plugin,medium,16,without-plugin_medium_16,exp(23:00:51)_fase3_medium_iter1,scorpius,ram,108.13,0.77
without-plugin,medium,16,without-plugin_medium_16,exp(23:00:51)_fase3_medium_iter1,scorpius,sd,0.0,0.0
without-plugin,medium,17,without-plugin_medium_17,exp(23:36:51)_fase3_medium_iter1,aspire,cpu,215.42,2.22
without-plugin,medium,17,without-plugin_medium_17,exp(23:36:51)_fase3_medium_iter1,aspire,nic,0.18,0.0
without-plugin,medium,17,without-plugin_medium_17,exp(23:36:51)_fase3_medium_iter1,aspire,ram,208.08,1.52
without-plugin,medium,17,without-plugin_medium_17,exp(23:36:51)_fase3_medium_iter1,aspire,sd,40.94,0.28
without-plugin,medium,17,without-plugin_medium_17,exp(23:36:51)_fase3_medium_iter1,leo,cpu,199.99,1.85
without-plugin,medium,17,without-plugin_medium_17,exp(23:36:51)_fase3_medium_iter1,leo,nic,0.23,0.0
without-plugin,medium,17,without-plugin_medium_17,exp(23:36:51)_fase3_medium_iter1,leo,ram,58.03,0.41
without-plugin,medium,17,without-plugin_medium_17,exp(23:36:51)_fase3_medium_iter1,leo,sd,0.0,0.0
without-plugin,medium,17,without-plugin_medium_17,exp(23:36:51)_fase3_medium_iter1,nitro5,cpu,39.38,0.35
without-plugin,medium,17,without-plugin_medium_17,exp(23:36:51)_fase3_medium_iter1,nitro5,nic,0.07,0.0
without-plugin,medium,17,without-plugin_medium_17,exp(23:36:51)_fase3_medium_iter1,nitro5,ram,22.77,0.16
without-plugin,medium,17,without-plugin_medium_17,exp(23:36:51)_fase3_medium_iter1,nitro5,sd,12.55,0.09
without-plugin,medium,17,without-plugin_medium_17,exp(23:36:51)_fase3_medium_iter1,scorpius,cpu,41.57,0.38
without-plugin,medium,17,without-plugin_medium_17,exp(23:36:51)_fase3_medium_iter1,scorpius,nic,0.68,0.0
without-plugin,medium,17,without-plugin_medium_17,exp(23:36:51)_fase3_medium_iter1,scorpius,ram,37.73,0.27
without-plugin,medium,17,without-plugin_medium_17,exp(23:36:51)_fase3_medium_iter1,scorpius,sd,0.0,0.0
without-plugin,medium,18,without-plugin_medium_18,exp(23:43:10)_fase3_medium_iter2,aspire,cpu,279.87,3.25
without-plugin,medium,18,without-plugin_medium_18,exp(23:43:10)_fase3_medium_iter2,aspire,nic,0.23,0.0
without-plugin,medium,18,without-plugin_medium_18,exp(23:43:10)_fase3_medium_iter2,aspire,ram,339.14,2.49
without-plugin,medium,18,without-plugin_medium_18,exp(23:43:10)_fase3_medium_iter2,aspire,sd,551.15,3.8
without-plugin,medium,18,without-plugin_medium_18,exp(23:43:10)_fase3_medium_iter2,leo,cpu,332.06,2.99
without-plugin,medium,18,without-plugin_medium_18,exp(23:43:10)_fase3_medium_iter2,leo,nic,0.07,0.0
without-plugin,medium,18,without-plugin_medium_18,exp(23:43:10)_fase3_medium_iter2,leo,ram,90.89,0.65
without-plugin,medium,18,without-plugin_medium_18,exp(23:43:10)_fase3_medium_iter2,leo,sd,0.0,0.0
without-plugin,medium,18,without-plugin_medium_18,exp(23:43:10)_fase3_medium_iter2,nitro5,cpu,40.86,0.36
without-plugin,medium,18,without-plugin_medium_18,exp(23:43:10)_fase3_medium_iter2,nitro5,nic,1.03,0.01
without-plugin,medium,18,without-plugin_medium_18,exp(23:43:10)_fase3_medium_iter2,nitro5,ram,23.14,0.16
without-plugin,medium,18,without-plugin_medium_18,exp(23:43:10)_fase3_medium_iter2,nitro5,sd,10.02,0.07
without-plugin,medium,18,without-plugin_medium_18,exp(23:43:10)_fase3_medium_iter2,scorpius,cpu,27.93,0.26
without-plugin,medium,18,without-plugin_medium_18,exp(23:43:10)_fase3_medium_iter2,scorpius,nic,0.97,0.01
without-plugin,medium,18,without-plugin_medium_18,exp(23:43:10)_fase3_medium_iter2,scorpius,ram,25.37,0.18
without-plugin,medium,18,without-plugin_medium_18,exp(23:43:10)_fase3_medium_iter2,scorpius,sd,0.0,0.0
