node,component,total_energy,avg_energy
aspire,cpu,82.18,0.78
aspire,nic,0.22,0.0
aspire,ram,42.53,0.32
aspire,sd,168.45,1.21
leo,cpu,78.6,0.76
leo,nic,0.22,0.0
leo,ram,23.42,0.17
leo,sd,0.0,0.0
nitro5,cpu,40.66,0.35
nitro5,nic,0.63,0.0
nitro5,ram,21.37,0.15
nitro5,sd,9.64,0.07
scorpius,cpu,165.76,1.84
scorpius,nic,0.24,0.0
scorpius,ram,209.87,1.58
scorpius,sd,0.0,0.0
