node,component,total_energy,avg_energy
aspire,cpu,254.83,2.93
aspire,nic,0.2,0.0
aspire,ram,307.54,2.26
aspire,sd,328.12,2.26
leo,cpu,221.98,2.04
leo,ram,65.87,0.47
leo,sd,0.0,0.0
nitro5,cpu,40.72,0.35
nitro5,nic,0.96,0.01
nitro5,ram,22.98,0.16
nitro5,sd,9.51,0.07
scorpius,cpu,30.17,0.27
scorpius,nic,0.1,0.0
scorpius,ram,26.82,0.19
scorpius,sd,0.0,0.0
