0 s: 0.058990W, 0.117980J, total=0.117980J
5 s: 0.870144W, 1.740288J, total=1.858268J
10 s: 0.491109W, 0.982218J, total=2.840486J
13 s: 0.519313W, 1.038626J, total=3.879112J
19 s: 0.474889W, 0.949778J, total=4.828890J
22 s: 0.406460W, 0.812920J, total=5.641810J
34 s: 1.036600W, 2.073200J, total=7.715010J
40 s: 0.373206W, 0.746412J, total=8.461422J
49 s: 0.593139W, 1.186278J, total=9.647700J
61 s: 0.579929W, 1.159858J, total=10.807558J
72 s: 0.558567W, 1.117134J, total=11.924692J
79 s: 0.406479W, 0.812958J, total=12.737650J
83 s: 0.790347W, 1.580694J, total=14.318344J
90 s: 1.029750W, 2.059500J, total=16.377844J
113 s: 0.688367W, 1.376734J, total=17.754578J
123 s: 0.333112W, 0.666224J, total=18.420802J
131 s: 0.355287W, 0.710574J, total=19.131376J
134 s: 0.524077W, 1.048154J, total=20.179530J
Total Energy: 20.179530 J
