0 s: 0.053670W, 0.107340J, total=0.107340J
3 s: 0.358758W, 0.717516J, total=0.824856J
6 s: 0.716799W, 1.433598J, total=2.258454J
14 s: 0.594614W, 1.189228J, total=3.447682J
20 s: 0.689413W, 1.378826J, total=4.826508J
28 s: 0.547912W, 1.095824J, total=5.922332J
43 s: 0.567937W, 1.135874J, total=7.058206J
59 s: 0.341327W, 0.682654J, total=7.740860J
74 s: 0.413727W, 0.827454J, total=8.568314J
87 s: 0.498956W, 0.997912J, total=9.566226J
104 s: 0.227066W, 0.454132J, total=10.020358J
121 s: 0.355548W, 0.711096J, total=10.731454J
Total Energy: 10.731454 J
