0 s: 0.061081W, 0.122162J, total=0.122162J
5 s: 1.912130W, 3.824260J, total=3.946422J
11 s: 0.960512W, 1.921024J, total=5.867446J
17 s: 1.105010W, 2.210020J, total=8.077466J
21 s: 2.053590W, 4.107180J, total=12.184646J
26 s: 1.394630W, 2.789260J, total=14.973906J
83 s: 1.139330W, 2.278660J, total=17.252566J
91 s: 1.040740W, 2.081480J, total=19.334046J
135 s: 1.523370W, 3.046740J, total=22.380786J
Total Energy: 22.380786 J
