Iteracion,Fecha,Namespace,Pod,Nodo
187,2026-01-16 02:17:09,default,teastore-db-84f96b9dd8-vnpck,leo02
187,2026-01-16 02:17:09,default,teastore-image-79674648d-gdlxv,leo02
187,2026-01-16 02:17:09,default,teastore-persistence-784748b4b9-tcj7q,luish-aspire-a315-55g
187,2026-01-16 02:17:09,default,teastore-recommender-74559c88-t867h,luish-nitro-an515-57
187,2026-01-16 02:17:09,default,teastore-registry-676858f7cd-pwb98,leo02
187,2026-01-16 02:17:09,default,teastore-webui-558b54cc77-pwz92,luish-nitro-an515-57
188,2026-01-16 02:17:32,default,teastore-auth-84d7ccddd9-pwnlr,luish-nitro-an515-57
188,2026-01-16 02:17:32,default,teastore-db-84f96b9dd8-vnpck,leo02
188,2026-01-16 02:17:32,default,teastore-image-79674648d-748zf,scorpius03
188,2026-01-16 02:17:32,default,teastore-persistence-784748b4b9-jhctd,leo02
188,2026-01-16 02:17:32,default,teastore-recommender-74559c88-z5jjc,luish-aspire-a315-55g
188,2026-01-16 02:17:32,default,teastore-registry-676858f7cd-zft57,luish-aspire-a315-55g
188,2026-01-16 02:17:32,default,teastore-webui-558b54cc77-pwz92,luish-nitro-an515-57
189,2026-01-16 02:17:51,default,teastore-auth-84d7ccddd9-pwnlr,luish-nitro-an515-57
189,2026-01-16 02:17:51,default,teastore-db-84f96b9dd8-v2m8g,scorpius03
189,2026-01-16 02:17:51,default,teastore-image-79674648d-bnkwp,luish-nitro-an515-57
189,2026-01-16 02:17:51,default,teastore-persistence-784748b4b9-plm57,luish-nitro-an515-57
189,2026-01-16 02:17:51,default,teastore-recommender-74559c88-z5jjc,luish-aspire-a315-55g
189,2026-01-16 02:17:51,default,teastore-registry-676858f7cd-zft57,luish-aspire-a315-55g
189,2026-01-16 02:17:51,default,teastore-webui-558b54cc77-pwz92,luish-nitro-an515-57
190,2026-01-16 02:18:10,default,teastore-auth-84d7ccddd9-nhs6j,luish-aspire-a315-55g
190,2026-01-16 02:18:10,default,teastore-db-84f96b9dd8-dvsrd,leo02
190,2026-01-16 02:18:10,default,teastore-image-79674648d-cbm6j,scorpius03
190,2026-01-16 02:18:10,default,teastore-persistence-784748b4b9-plm57,luish-nitro-an515-57
190,2026-01-16 02:18:10,default,teastore-recommender-74559c88-z5jjc,luish-aspire-a315-55g
190,2026-01-16 02:18:10,default,teastore-registry-676858f7cd-fswtj,leo02
190,2026-01-16 02:18:10,default,teastore-webui-558b54cc77-pblfh,luish-nitro-an515-57
191,2026-01-16 02:18:33,default,teastore-auth-84d7ccddd9-cx8sm,scorpius03
191,2026-01-16 02:18:33,default,teastore-db-84f96b9dd8-z74wp,luish-aspire-a315-55g
191,2026-01-16 02:18:33,default,teastore-image-79674648d-ldbjc,luish-aspire-a315-55g
191,2026-01-16 02:18:33,default,teastore-persistence-784748b4b9-rwtnz,luish-nitro-an515-57
191,2026-01-16 02:18:33,default,teastore-recommender-74559c88-wqzs9,luish-nitro-an515-57
191,2026-01-16 02:18:33,default,teastore-registry-676858f7cd-kv8l6,luish-aspire-a315-55g
191,2026-01-16 02:18:33,default,teastore-webui-558b54cc77-smmvz,leo02
192,2026-01-16 02:18:57,default,teastore-auth-84d7ccddd9-7hpkl,leo02
192,2026-01-16 02:18:57,default,teastore-db-84f96b9dd8-z74wp,luish-aspire-a315-55g
192,2026-01-16 02:18:57,default,teastore-image-79674648d-t9rqm,scorpius03
192,2026-01-16 02:18:57,default,teastore-persistence-784748b4b9-rwtnz,luish-nitro-an515-57
192,2026-01-16 02:18:57,default,teastore-recommender-74559c88-wqzs9,luish-nitro-an515-57
192,2026-01-16 02:18:57,default,teastore-registry-676858f7cd-kv8l6,luish-aspire-a315-55g
192,2026-01-16 02:18:57,default,teastore-webui-558b54cc77-zmhpl,luish-aspire-a315-55g
193,2026-01-16 02:19:16,default,teastore-auth-84d7ccddd9-tjxnj,scorpius03
193,2026-01-16 02:19:16,default,teastore-db-84f96b9dd8-tzmgf,scorpius03
193,2026-01-16 02:19:16,default,teastore-image-79674648d-t9rqm,scorpius03
193,2026-01-16 02:19:16,default,teastore-persistence-784748b4b9-g47rm,luish-nitro-an515-57
193,2026-01-16 02:19:16,default,teastore-recommender-74559c88-wqzs9,luish-nitro-an515-57
193,2026-01-16 02:19:16,default,teastore-registry-676858f7cd-xm5mp,leo02
193,2026-01-16 02:19:16,default,teastore-webui-558b54cc77-zmhpl,luish-aspire-a315-55g
194,2026-01-16 02:19:45,default,teastore-auth-84d7ccddd9-tjxnj,scorpius03
194,2026-01-16 02:19:45,default,teastore-db-84f96b9dd8-xqnwl,luish-aspire-a315-55g
194,2026-01-16 02:19:45,default,teastore-image-79674648d-k89nr,luish-aspire-a315-55g
194,2026-01-16 02:19:45,default,teastore-persistence-784748b4b9-g47rm,luish-nitro-an515-57
194,2026-01-16 02:19:45,default,teastore-recommender-74559c88-lxrw9,luish-nitro-an515-57
194,2026-01-16 02:19:45,default,teastore-registry-676858f7cd-xm5mp,leo02
194,2026-01-16 02:19:45,default,teastore-webui-558b54cc77-m9ktg,luish-nitro-an515-57
195,2026-01-16 02:20:08,default,teastore-auth-84d7ccddd9-ph7pj,luish-aspire-a315-55g
195,2026-01-16 02:20:08,default,teastore-db-84f96b9dd8-xqnwl,luish-aspire-a315-55g
195,2026-01-16 02:20:08,default,teastore-image-79674648d-k89nr,luish-aspire-a315-55g
195,2026-01-16 02:20:08,default,teastore-persistence-784748b4b9-b6lx7,leo02
195,2026-01-16 02:20:08,default,teastore-recommender-74559c88-lxrw9,luish-nitro-an515-57
195,2026-01-16 02:20:08,default,teastore-registry-676858f7cd-wmhhp,scorpius03
195,2026-01-16 02:20:08,default,teastore-webui-558b54cc77-m9ktg,luish-nitro-an515-57
196,2026-01-16 02:20:37,default,teastore-auth-84d7ccddd9-j26wt,luish-aspire-a315-55g
196,2026-01-16 02:20:37,default,teastore-db-84f96b9dd8-ppjvt,luish-aspire-a315-55g
196,2026-01-16 02:20:37,default,teastore-image-79674648d-wp8l2,scorpius03
196,2026-01-16 02:20:37,default,teastore-persistence-784748b4b9-b6lx7,leo02
196,2026-01-16 02:20:37,default,teastore-recommender-74559c88-bnr55,luish-nitro-an515-57
196,2026-01-16 02:20:37,default,teastore-registry-676858f7cd-wmhhp,scorpius03
196,2026-01-16 02:20:37,default,teastore-webui-558b54cc77-jglzc,leo02
197,2026-01-16 02:20:56,default,teastore-auth-84d7ccddd9-j26wt,luish-aspire-a315-55g
197,2026-01-16 02:20:56,default,teastore-db-84f96b9dd8-ppjvt,luish-aspire-a315-55g
197,2026-01-16 02:20:56,default,teastore-image-79674648d-wp8l2,scorpius03
197,2026-01-16 02:20:56,default,teastore-persistence-784748b4b9-rgrr4,luish-nitro-an515-57
197,2026-01-16 02:20:56,default,teastore-recommender-74559c88-f497g,scorpius03
197,2026-01-16 02:20:56,default,teastore-registry-676858f7cd-kg8fm,leo02
197,2026-01-16 02:20:56,default,teastore-webui-558b54cc77-ft9kr,leo02
198,2026-01-16 02:21:24,default,teastore-auth-84d7ccddd9-j26wt,luish-aspire-a315-55g
198,2026-01-16 02:21:24,default,teastore-db-84f96b9dd8-9ng9k,luish-aspire-a315-55g
198,2026-01-16 02:21:24,default,teastore-image-79674648d-rrlpm,scorpius03
198,2026-01-16 02:21:24,default,teastore-persistence-784748b4b9-rgrr4,luish-nitro-an515-57
198,2026-01-16 02:21:24,default,teastore-recommender-74559c88-t5vbk,luish-aspire-a315-55g
198,2026-01-16 02:21:24,default,teastore-registry-676858f7cd-kg8fm,leo02
198,2026-01-16 02:21:24,default,teastore-webui-558b54cc77-v2fhz,luish-nitro-an515-57
199,2026-01-16 02:21:38,default,teastore-auth-84d7ccddd9-dnkxv,luish-nitro-an515-57
199,2026-01-16 02:21:38,default,teastore-db-84f96b9dd8-rtlcr,luish-aspire-a315-55g
199,2026-01-16 02:21:38,default,teastore-image-79674648d-rrlpm,scorpius03
199,2026-01-16 02:21:38,default,teastore-persistence-784748b4b9-rgrr4,luish-nitro-an515-57
199,2026-01-16 02:21:38,default,teastore-recommender-74559c88-t5vbk,luish-aspire-a315-55g
199,2026-01-16 02:21:38,default,teastore-registry-676858f7cd-xmrls,luish-aspire-a315-55g
199,2026-01-16 02:21:38,default,teastore-webui-558b54cc77-v2fhz,luish-nitro-an515-57
200,2026-01-16 02:21:52,default,teastore-auth-84d7ccddd9-vnm69,scorpius03
200,2026-01-16 02:21:52,default,teastore-db-84f96b9dd8-rtlcr,luish-aspire-a315-55g
200,2026-01-16 02:21:52,default,teastore-image-79674648d-rrlpm,scorpius03
200,2026-01-16 02:21:52,default,teastore-persistence-784748b4b9-gmkbt,luish-aspire-a315-55g
200,2026-01-16 02:21:52,default,teastore-recommender-74559c88-wp4pw,luish-nitro-an515-57
200,2026-01-16 02:21:52,default,teastore-registry-676858f7cd-xmrls,luish-aspire-a315-55g
200,2026-01-16 02:21:52,default,teastore-webui-558b54cc77-v2fhz,luish-nitro-an515-57
201,2026-01-16 02:22:06,default,teastore-auth-84d7ccddd9-vnm69,scorpius03
201,2026-01-16 02:22:06,default,teastore-db-84f96b9dd8-rtlcr,luish-aspire-a315-55g
201,2026-01-16 02:22:06,default,teastore-image-79674648d-97v5f,leo02
201,2026-01-16 02:22:06,default,teastore-persistence-784748b4b9-gmkbt,luish-aspire-a315-55g
201,2026-01-16 02:22:06,default,teastore-recommender-74559c88-wp4pw,luish-nitro-an515-57
201,2026-01-16 02:22:06,default,teastore-registry-676858f7cd-xmrls,luish-aspire-a315-55g
201,2026-01-16 02:22:06,default,teastore-webui-558b54cc77-v2fhz,luish-nitro-an515-57
202,2026-01-16 02:22:14,default,teastore-auth-84d7ccddd9-xljtn,scorpius03
202,2026-01-16 02:22:14,default,teastore-db-84f96b9dd8-wjq4d,luish-aspire-a315-55g
202,2026-01-16 02:22:14,default,teastore-image-79674648d-m4kqz,luish-aspire-a315-55g
202,2026-01-16 02:22:14,default,teastore-persistence-784748b4b9-gmkbt,luish-aspire-a315-55g
202,2026-01-16 02:22:14,default,teastore-recommender-74559c88-wp4pw,luish-nitro-an515-57
202,2026-01-16 02:22:14,default,teastore-registry-676858f7cd-xmrls,luish-aspire-a315-55g
202,2026-01-16 02:22:14,default,teastore-webui-558b54cc77-v2fhz,luish-nitro-an515-57
203,2026-01-16 02:22:23,default,teastore-auth-84d7ccddd9-xljtn,scorpius03
203,2026-01-16 02:22:23,default,teastore-db-84f96b9dd8-zcb5q,scorpius03
203,2026-01-16 02:22:23,default,teastore-image-79674648d-n87mq,leo02
203,2026-01-16 02:22:23,default,teastore-persistence-784748b4b9-gmkbt,luish-aspire-a315-55g
203,2026-01-16 02:22:23,default,teastore-recommender-74559c88-wp4pw,luish-nitro-an515-57
203,2026-01-16 02:22:23,default,teastore-registry-676858f7cd-xmrls,luish-aspire-a315-55g
203,2026-01-16 02:22:23,default,teastore-webui-558b54cc77-snv79,luish-nitro-an515-57
204,2026-01-16 02:22:32,default,teastore-auth-84d7ccddd9-xljtn,scorpius03
204,2026-01-16 02:22:32,default,teastore-db-84f96b9dd8-zcb5q,scorpius03
204,2026-01-16 02:22:32,default,teastore-image-79674648d-n87mq,leo02
204,2026-01-16 02:22:32,default,teastore-persistence-784748b4b9-gmkbt,luish-aspire-a315-55g
204,2026-01-16 02:22:32,default,teastore-recommender-74559c88-wp4pw,luish-nitro-an515-57
204,2026-01-16 02:22:32,default,teastore-registry-676858f7cd-xmrls,luish-aspire-a315-55g
204,2026-01-16 02:22:32,default,teastore-webui-558b54cc77-snv79,luish-nitro-an515-57
205,2026-01-16 02:22:40,default,teastore-auth-84d7ccddd9-xljtn,scorpius03
205,2026-01-16 02:22:40,default,teastore-db-84f96b9dd8-zcb5q,scorpius03
205,2026-01-16 02:22:40,default,teastore-image-79674648d-qj5sv,luish-nitro-an515-57
205,2026-01-16 02:22:40,default,teastore-persistence-784748b4b9-gmkbt,luish-aspire-a315-55g
205,2026-01-16 02:22:40,default,teastore-recommender-74559c88-pl7nd,luish-nitro-an515-57
205,2026-01-16 02:22:40,default,teastore-registry-676858f7cd-pzfct,leo02
205,2026-01-16 02:22:40,default,teastore-webui-558b54cc77-snv79,luish-nitro-an515-57
206,2026-01-16 02:22:54,default,teastore-auth-84d7ccddd9-h69lh,luish-aspire-a315-55g
206,2026-01-16 02:22:54,default,teastore-db-84f96b9dd8-t8dzg,luish-aspire-a315-55g
206,2026-01-16 02:22:54,default,teastore-image-79674648d-qj5sv,luish-nitro-an515-57
206,2026-01-16 02:22:54,default,teastore-persistence-784748b4b9-dg7zc,luish-nitro-an515-57
206,2026-01-16 02:22:54,default,teastore-recommender-74559c88-d56zb,scorpius03
206,2026-01-16 02:22:54,default,teastore-registry-676858f7cd-nmsww,luish-aspire-a315-55g
206,2026-01-16 02:22:54,default,teastore-webui-558b54cc77-g4c84,leo02
207,2026-01-16 02:23:23,default,teastore-auth-84d7ccddd9-t6mln,luish-aspire-a315-55g
207,2026-01-16 02:23:23,default,teastore-db-84f96b9dd8-p95vw,luish-aspire-a315-55g
207,2026-01-16 02:23:23,default,teastore-image-79674648d-qj5sv,luish-nitro-an515-57
207,2026-01-16 02:23:23,default,teastore-persistence-784748b4b9-qzxcb,luish-aspire-a315-55g
207,2026-01-16 02:23:23,default,teastore-recommender-74559c88-f9zdz,scorpius03
207,2026-01-16 02:23:23,default,teastore-registry-676858f7cd-dw5kt,leo02
207,2026-01-16 02:23:23,default,teastore-webui-558b54cc77-g4c84,leo02
208,2026-01-16 02:23:42,default,teastore-auth-84d7ccddd9-wkjdf,luish-nitro-an515-57
208,2026-01-16 02:23:42,default,teastore-db-84f96b9dd8-p95vw,luish-aspire-a315-55g
208,2026-01-16 02:23:42,default,teastore-image-79674648d-t2dlp,scorpius03
208,2026-01-16 02:23:42,default,teastore-persistence-784748b4b9-qzxcb,luish-aspire-a315-55g
208,2026-01-16 02:23:42,default,teastore-recommender-74559c88-mck2l,leo02
208,2026-01-16 02:23:42,default,teastore-registry-676858f7cd-4h44w,luish-aspire-a315-55g
208,2026-01-16 02:23:42,default,teastore-webui-558b54cc77-njrrf,luish-nitro-an515-57
209,2026-01-16 02:24:05,default,teastore-auth-84d7ccddd9-wkjdf,luish-nitro-an515-57
209,2026-01-16 02:24:05,default,teastore-db-84f96b9dd8-t6b8p,leo02
209,2026-01-16 02:24:05,default,teastore-image-79674648d-t2dlp,scorpius03
209,2026-01-16 02:24:05,default,teastore-persistence-784748b4b9-qzxcb,luish-aspire-a315-55g
209,2026-01-16 02:24:05,default,teastore-recommender-74559c88-mck2l,leo02
209,2026-01-16 02:24:05,default,teastore-registry-676858f7cd-6qp6z,luish-aspire-a315-55g
209,2026-01-16 02:24:05,default,teastore-webui-558b54cc77-zfbvc,leo02
210,2026-01-16 02:24:19,default,teastore-auth-84d7ccddd9-x5wqh,leo02
210,2026-01-16 02:24:19,default,teastore-db-84f96b9dd8-t6b8p,leo02
210,2026-01-16 02:24:19,default,teastore-image-79674648d-t2dlp,scorpius03
210,2026-01-16 02:24:19,default,teastore-persistence-784748b4b9-nsw52,luish-nitro-an515-57
210,2026-01-16 02:24:19,default,teastore-recommender-74559c88-xt8sm,luish-nitro-an515-57
210,2026-01-16 02:24:19,default,teastore-registry-676858f7cd-rk7nl,luish-aspire-a315-55g
210,2026-01-16 02:24:19,default,teastore-webui-558b54cc77-zfbvc,leo02
211,2026-01-16 02:24:27,default,teastore-auth-84d7ccddd9-x5wqh,leo02
211,2026-01-16 02:24:27,default,teastore-db-84f96b9dd8-t6b8p,leo02
211,2026-01-16 02:24:27,default,teastore-image-79674648d-t2dlp,scorpius03
211,2026-01-16 02:24:27,default,teastore-persistence-784748b4b9-pkfb9,scorpius03
211,2026-01-16 02:24:27,default,teastore-recommender-74559c88-xt8sm,luish-nitro-an515-57
211,2026-01-16 02:24:27,default,teastore-registry-676858f7cd-rk7nl,luish-aspire-a315-55g
211,2026-01-16 02:24:27,default,teastore-webui-558b54cc77-zfbvc,leo02
212,2026-01-16 02:24:36,default,teastore-auth-84d7ccddd9-x5wqh,leo02
212,2026-01-16 02:24:36,default,teastore-db-84f96b9dd8-zf272,scorpius03
212,2026-01-16 02:24:36,default,teastore-image-79674648d-hzvkj,luish-aspire-a315-55g
212,2026-01-16 02:24:36,default,teastore-persistence-784748b4b9-tqg8p,luish-nitro-an515-57
212,2026-01-16 02:24:36,default,teastore-recommender-74559c88-xt8sm,luish-nitro-an515-57
212,2026-01-16 02:24:36,default,teastore-registry-676858f7cd-zqxkf,leo02
212,2026-01-16 02:24:36,default,teastore-webui-558b54cc77-zfbvc,leo02
213,2026-01-16 02:24:45,default,teastore-auth-84d7ccddd9-n9z77,scorpius03
213,2026-01-16 02:24:45,default,teastore-db-84f96b9dd8-zf272,scorpius03
213,2026-01-16 02:24:45,default,teastore-image-79674648d-spw7j,leo02
213,2026-01-16 02:24:45,default,teastore-persistence-784748b4b9-tqg8p,luish-nitro-an515-57
213,2026-01-16 02:24:45,default,teastore-recommender-74559c88-xt8sm,luish-nitro-an515-57
213,2026-01-16 02:24:45,default,teastore-registry-676858f7cd-zqxkf,leo02
213,2026-01-16 02:24:45,default,teastore-webui-558b54cc77-xnxxs,luish-aspire-a315-55g
214,2026-01-16 02:24:59,default,teastore-auth-84d7ccddd9-n9z77,scorpius03
214,2026-01-16 02:24:59,default,teastore-db-84f96b9dd8-zf272,scorpius03
214,2026-01-16 02:24:59,default,teastore-image-79674648d-z7c4c,luish-aspire-a315-55g
214,2026-01-16 02:24:59,default,teastore-persistence-784748b4b9-tqg8p,luish-nitro-an515-57
214,2026-01-16 02:24:59,default,teastore-recommender-74559c88-jdhj4,luish-nitro-an515-57
214,2026-01-16 02:24:59,default,teastore-registry-676858f7cd-zqxkf,leo02
214,2026-01-16 02:24:59,default,teastore-webui-558b54cc77-xnxxs,luish-aspire-a315-55g
215,2026-01-16 02:25:08,default,teastore-auth-84d7ccddd9-n9z77,scorpius03
215,2026-01-16 02:25:08,default,teastore-db-84f96b9dd8-zf272,scorpius03
215,2026-01-16 02:25:08,default,teastore-image-79674648d-z7c4c,luish-aspire-a315-55g
215,2026-01-16 02:25:08,default,teastore-persistence-784748b4b9-nk2jm,luish-aspire-a315-55g
215,2026-01-16 02:25:08,default,teastore-recommender-74559c88-krflr,luish-aspire-a315-55g
215,2026-01-16 02:25:08,default,teastore-registry-676858f7cd-nhsj2,luish-nitro-an515-57
215,2026-01-16 02:25:08,default,teastore-webui-558b54cc77-xnxxs,luish-aspire-a315-55g
216,2026-01-16 02:25:16,default,teastore-auth-84d7ccddd9-wlgh5,luish-aspire-a315-55g
216,2026-01-16 02:25:16,default,teastore-db-84f96b9dd8-vpk45,leo02
216,2026-01-16 02:25:16,default,teastore-image-79674648d-z7c4c,luish-aspire-a315-55g
216,2026-01-16 02:25:16,default,teastore-persistence-784748b4b9-nk2jm,luish-aspire-a315-55g
216,2026-01-16 02:25:16,default,teastore-recommender-74559c88-krflr,luish-aspire-a315-55g
216,2026-01-16 02:25:16,default,teastore-registry-676858f7cd-zrkt9,luish-nitro-an515-57
216,2026-01-16 02:25:16,default,teastore-webui-558b54cc77-lfgqv,scorpius03
217,2026-01-16 02:25:25,default,teastore-auth-84d7ccddd9-wlgh5,luish-aspire-a315-55g
217,2026-01-16 02:25:25,default,teastore-db-84f96b9dd8-xmks9,luish-nitro-an515-57
217,2026-01-16 02:25:25,default,teastore-image-79674648d-z7c4c,luish-aspire-a315-55g
217,2026-01-16 02:25:25,default,teastore-persistence-784748b4b9-nk2jm,luish-aspire-a315-55g
217,2026-01-16 02:25:25,default,teastore-recommender-74559c88-krflr,luish-aspire-a315-55g
217,2026-01-16 02:25:25,default,teastore-registry-676858f7cd-zrkt9,luish-nitro-an515-57
217,2026-01-16 02:25:25,default,teastore-webui-558b54cc77-qxzsv,luish-nitro-an515-57
218,2026-01-16 02:25:34,default,teastore-auth-84d7ccddd9-wlgh5,luish-aspire-a315-55g
218,2026-01-16 02:25:34,default,teastore-db-84f96b9dd8-xmks9,luish-nitro-an515-57
218,2026-01-16 02:25:34,default,teastore-image-79674648d-z7c4c,luish-aspire-a315-55g
218,2026-01-16 02:25:34,default,teastore-persistence-784748b4b9-vhvtr,luish-aspire-a315-55g
218,2026-01-16 02:25:34,default,teastore-recommender-74559c88-krflr,luish-aspire-a315-55g
218,2026-01-16 02:25:34,default,teastore-registry-676858f7cd-zrkt9,luish-nitro-an515-57
218,2026-01-16 02:25:34,default,teastore-webui-558b54cc77-qxzsv,luish-nitro-an515-57
219,2026-01-16 02:25:42,default,teastore-auth-84d7ccddd9-wlgh5,luish-aspire-a315-55g
219,2026-01-16 02:25:42,default,teastore-db-84f96b9dd8-xmks9,luish-nitro-an515-57
219,2026-01-16 02:25:42,default,teastore-image-79674648d-vqt7s,luish-aspire-a315-55g
219,2026-01-16 02:25:42,default,teastore-persistence-784748b4b9-vhvtr,luish-aspire-a315-55g
219,2026-01-16 02:25:42,default,teastore-recommender-74559c88-krflr,luish-aspire-a315-55g
219,2026-01-16 02:25:42,default,teastore-registry-676858f7cd-zrkt9,luish-nitro-an515-57
219,2026-01-16 02:25:42,default,teastore-webui-558b54cc77-rnznl,luish-aspire-a315-55g
220,2026-01-16 02:25:51,default,teastore-auth-84d7ccddd9-pd9qm,luish-nitro-an515-57
220,2026-01-16 02:25:51,default,teastore-db-84f96b9dd8-xmks9,luish-nitro-an515-57
220,2026-01-16 02:25:51,default,teastore-image-79674648d-vqt7s,luish-aspire-a315-55g
220,2026-01-16 02:25:51,default,teastore-persistence-784748b4b9-vhvtr,luish-aspire-a315-55g
220,2026-01-16 02:25:51,default,teastore-recommender-74559c88-zzlfk,luish-nitro-an515-57
220,2026-01-16 02:25:51,default,teastore-registry-676858f7cd-smszj,scorpius03
220,2026-01-16 02:25:51,default,teastore-webui-558b54cc77-rnznl,luish-aspire-a315-55g
221,2026-01-16 02:26:00,default,teastore-auth-84d7ccddd9-pd9qm,luish-nitro-an515-57
221,2026-01-16 02:26:00,default,teastore-db-84f96b9dd8-rx89l,luish-nitro-an515-57
221,2026-01-16 02:26:00,default,teastore-image-79674648d-vqt7s,luish-aspire-a315-55g
221,2026-01-16 02:26:00,default,teastore-persistence-784748b4b9-vhvtr,luish-aspire-a315-55g
221,2026-01-16 02:26:00,default,teastore-recommender-74559c88-zzlfk,luish-nitro-an515-57
221,2026-01-16 02:26:00,default,teastore-registry-676858f7cd-smszj,scorpius03
221,2026-01-16 02:26:00,default,teastore-webui-558b54cc77-rnznl,luish-aspire-a315-55g
222,2026-01-16 02:26:08,default,teastore-auth-84d7ccddd9-pd9qm,luish-nitro-an515-57
222,2026-01-16 02:26:08,default,teastore-db-84f96b9dd8-rx89l,luish-nitro-an515-57
222,2026-01-16 02:26:08,default,teastore-image-79674648d-pvdvp,luish-nitro-an515-57
222,2026-01-16 02:26:08,default,teastore-persistence-784748b4b9-vhvtr,luish-aspire-a315-55g
222,2026-01-16 02:26:08,default,teastore-recommender-74559c88-zzlfk,luish-nitro-an515-57
222,2026-01-16 02:26:08,default,teastore-registry-676858f7cd-ql47s,luish-aspire-a315-55g
222,2026-01-16 02:26:08,default,teastore-webui-558b54cc77-wsvzr,leo02
223,2026-01-16 02:26:17,default,teastore-auth-84d7ccddd9-vg8ms,leo02
223,2026-01-16 02:26:17,default,teastore-db-84f96b9dd8-fcltd,scorpius03
223,2026-01-16 02:26:17,default,teastore-image-79674648d-vnzdm,luish-nitro-an515-57
223,2026-01-16 02:26:17,default,teastore-persistence-784748b4b9-rwrlx,scorpius03
223,2026-01-16 02:26:17,default,teastore-recommender-74559c88-zzlfk,luish-nitro-an515-57
223,2026-01-16 02:26:17,default,teastore-registry-676858f7cd-z9fbx,leo02
223,2026-01-16 02:26:17,default,teastore-webui-558b54cc77-wsvzr,leo02
224,2026-01-16 02:26:26,default,teastore-auth-84d7ccddd9-vg8ms,leo02
224,2026-01-16 02:26:26,default,teastore-db-84f96b9dd8-st4jn,luish-nitro-an515-57
224,2026-01-16 02:26:26,default,teastore-image-79674648d-vnzdm,luish-nitro-an515-57
224,2026-01-16 02:26:26,default,teastore-persistence-784748b4b9-xhccn,luish-nitro-an515-57
224,2026-01-16 02:26:26,default,teastore-recommender-74559c88-z4hqn,scorpius03
224,2026-01-16 02:26:26,default,teastore-registry-676858f7cd-z9fbx,leo02
224,2026-01-16 02:26:26,default,teastore-webui-558b54cc77-wsvzr,leo02
225,2026-01-16 02:26:35,default,teastore-auth-84d7ccddd9-vg8ms,leo02
225,2026-01-16 02:26:35,default,teastore-db-84f96b9dd8-st4jn,luish-nitro-an515-57
225,2026-01-16 02:26:35,default,teastore-image-79674648d-vnzdm,luish-nitro-an515-57
225,2026-01-16 02:26:35,default,teastore-persistence-784748b4b9-xhccn,luish-nitro-an515-57
225,2026-01-16 02:26:35,default,teastore-recommender-74559c88-z4hqn,scorpius03
225,2026-01-16 02:26:35,default,teastore-registry-676858f7cd-z9fbx,leo02
225,2026-01-16 02:26:35,default,teastore-webui-558b54cc77-wsvzr,leo02
226,2026-01-16 02:26:49,default,teastore-auth-84d7ccddd9-mrgdx,leo02
226,2026-01-16 02:26:49,default,teastore-db-84f96b9dd8-9fvwd,luish-aspire-a315-55g
226,2026-01-16 02:26:49,default,teastore-image-79674648d-zdl9b,luish-aspire-a315-55g
226,2026-01-16 02:26:49,default,teastore-persistence-784748b4b9-g2n29,scorpius03
226,2026-01-16 02:26:49,default,teastore-recommender-74559c88-xjbjt,luish-nitro-an515-57
226,2026-01-16 02:26:49,default,teastore-registry-676858f7cd-vp5hs,luish-aspire-a315-55g
226,2026-01-16 02:26:49,default,teastore-webui-558b54cc77-wwdnh,leo02
227,2026-01-16 02:27:17,default,teastore-auth-84d7ccddd9-mrgdx,leo02
227,2026-01-16 02:27:17,default,teastore-db-84f96b9dd8-nwpks,luish-aspire-a315-55g
227,2026-01-16 02:27:17,default,teastore-image-79674648d-zdl9b,luish-aspire-a315-55g
227,2026-01-16 02:27:17,default,teastore-persistence-784748b4b9-wqpf6,luish-aspire-a315-55g
227,2026-01-16 02:27:17,default,teastore-recommender-74559c88-zzn89,luish-nitro-an515-57
227,2026-01-16 02:27:17,default,teastore-registry-676858f7cd-jdrln,luish-aspire-a315-55g
227,2026-01-16 02:27:17,default,teastore-webui-558b54cc77-wwdnh,leo02
228,2026-01-16 02:27:46,default,teastore-auth-84d7ccddd9-8zgdw,leo02
228,2026-01-16 02:27:46,default,teastore-db-84f96b9dd8-nwpks,luish-aspire-a315-55g
228,2026-01-16 02:27:46,default,teastore-image-79674648d-vqj9p,luish-aspire-a315-55g
228,2026-01-16 02:27:46,default,teastore-persistence-784748b4b9-wqpf6,luish-aspire-a315-55g
228,2026-01-16 02:27:46,default,teastore-recommender-74559c88-zzn89,luish-nitro-an515-57
228,2026-01-16 02:27:46,default,teastore-registry-676858f7cd-s4rjs,scorpius03
228,2026-01-16 02:27:46,default,teastore-webui-558b54cc77-nf6sq,scorpius03
229,2026-01-16 02:28:09,default,teastore-auth-84d7ccddd9-h9v54,luish-nitro-an515-57
229,2026-01-16 02:28:09,default,teastore-db-84f96b9dd8-nwpks,luish-aspire-a315-55g
229,2026-01-16 02:28:09,default,teastore-image-79674648d-vqj9p,luish-aspire-a315-55g
229,2026-01-16 02:28:09,default,teastore-persistence-784748b4b9-wqpf6,luish-aspire-a315-55g
229,2026-01-16 02:28:09,default,teastore-recommender-74559c88-zzn89,luish-nitro-an515-57
229,2026-01-16 02:28:09,default,teastore-registry-676858f7cd-s4rjs,scorpius03
229,2026-01-16 02:28:09,default,teastore-webui-558b54cc77-nhdhm,scorpius03
230,2026-01-16 02:28:18,default,teastore-auth-84d7ccddd9-lt7nt,luish-nitro-an515-57
