Iteracion,Fecha,Namespace,Pod,Nodo
482,2026-01-16 03:36:27,default,teastore-persistence-784748b4b9-srj6f,luish-aspire-a315-55g
482,2026-01-16 03:36:27,default,teastore-recommender-74559c88-hsq2b,scorpius03
482,2026-01-16 03:36:27,default,teastore-registry-676858f7cd-twxhp,scorpius03
482,2026-01-16 03:36:27,default,teastore-webui-558b54cc77-r44zk,leo02
483,2026-01-16 03:36:45,default,teastore-auth-84d7ccddd9-pzsnw,luish-aspire-a315-55g
483,2026-01-16 03:36:45,default,teastore-db-84f96b9dd8-whxr5,luish-aspire-a315-55g
483,2026-01-16 03:36:45,default,teastore-image-79674648d-x5g6g,scorpius03
483,2026-01-16 03:36:45,default,teastore-persistence-784748b4b9-srj6f,luish-aspire-a315-55g
483,2026-01-16 03:36:45,default,teastore-recommender-74559c88-lgbng,leo02
483,2026-01-16 03:36:45,default,teastore-registry-676858f7cd-twxhp,scorpius03
483,2026-01-16 03:36:45,default,teastore-webui-558b54cc77-r44zk,leo02
484,2026-01-16 03:36:54,default,teastore-auth-84d7ccddd9-pzsnw,luish-aspire-a315-55g
484,2026-01-16 03:36:54,default,teastore-db-84f96b9dd8-whxr5,luish-aspire-a315-55g
484,2026-01-16 03:36:54,default,teastore-image-79674648d-x5g6g,scorpius03
484,2026-01-16 03:36:54,default,teastore-persistence-784748b4b9-srj6f,luish-aspire-a315-55g
484,2026-01-16 03:36:54,default,teastore-recommender-74559c88-qxd9p,luish-nitro-an515-57
484,2026-01-16 03:36:54,default,teastore-registry-676858f7cd-rh224,luish-aspire-a315-55g
484,2026-01-16 03:36:54,default,teastore-webui-558b54cc77-l6qhm,luish-aspire-a315-55g
485,2026-01-16 03:37:03,default,teastore-auth-84d7ccddd9-pzsnw,luish-aspire-a315-55g
485,2026-01-16 03:37:03,default,teastore-db-84f96b9dd8-x5pmt,leo02
485,2026-01-16 03:37:03,default,teastore-image-79674648d-x5g6g,scorpius03
485,2026-01-16 03:37:03,default,teastore-persistence-784748b4b9-srj6f,luish-aspire-a315-55g
485,2026-01-16 03:37:03,default,teastore-recommender-74559c88-qxd9p,luish-nitro-an515-57
485,2026-01-16 03:37:03,default,teastore-registry-676858f7cd-rh224,luish-aspire-a315-55g
485,2026-01-16 03:37:03,default,teastore-webui-558b54cc77-nmpb6,luish-nitro-an515-57
486,2026-01-16 03:37:12,default,teastore-auth-84d7ccddd9-q9dbb,scorpius03
486,2026-01-16 03:37:12,default,teastore-db-84f96b9dd8-x5pmt,leo02
486,2026-01-16 03:37:12,default,teastore-image-79674648d-x5g6g,scorpius03
486,2026-01-16 03:37:12,default,teastore-persistence-784748b4b9-srj6f,luish-aspire-a315-55g
486,2026-01-16 03:37:12,default,teastore-recommender-74559c88-qxd9p,luish-nitro-an515-57
486,2026-01-16 03:37:12,default,teastore-registry-676858f7cd-rh224,luish-aspire-a315-55g
486,2026-01-16 03:37:12,default,teastore-webui-558b54cc77-xj6bg,luish-nitro-an515-57
487,2026-01-16 03:37:20,default,teastore-auth-84d7ccddd9-q9dbb,scorpius03
487,2026-01-16 03:37:20,default,teastore-db-84f96b9dd8-x5pmt,leo02
487,2026-01-16 03:37:20,default,teastore-image-79674648d-vngh4,leo02
487,2026-01-16 03:37:20,default,teastore-persistence-784748b4b9-jthhx,luish-aspire-a315-55g
487,2026-01-16 03:37:20,default,teastore-recommender-74559c88-qxd9p,luish-nitro-an515-57
487,2026-01-16 03:37:20,default,teastore-registry-676858f7cd-m4xm8,leo02
487,2026-01-16 03:37:20,default,teastore-webui-558b54cc77-xj6bg,luish-nitro-an515-57
488,2026-01-16 03:37:30,default,teastore-auth-84d7ccddd9-q9dbb,scorpius03
488,2026-01-16 03:37:30,default,teastore-db-84f96b9dd8-x5pmt,leo02
488,2026-01-16 03:37:30,default,teastore-image-79674648d-vngh4,leo02
488,2026-01-16 03:37:30,default,teastore-persistence-784748b4b9-l5sd8,luish-aspire-a315-55g
488,2026-01-16 03:37:30,default,teastore-recommender-74559c88-mjdfz,luish-aspire-a315-55g
488,2026-01-16 03:37:30,default,teastore-registry-676858f7cd-m4xm8,leo02
488,2026-01-16 03:37:30,default,teastore-webui-558b54cc77-xj6bg,luish-nitro-an515-57
489,2026-01-16 03:37:38,default,teastore-auth-84d7ccddd9-q9dbb,scorpius03
489,2026-01-16 03:37:38,default,teastore-db-84f96b9dd8-v2trd,luish-nitro-an515-57
489,2026-01-16 03:37:38,default,teastore-image-79674648d-vngh4,leo02
489,2026-01-16 03:37:38,default,teastore-persistence-784748b4b9-l5sd8,luish-aspire-a315-55g
489,2026-01-16 03:37:38,default,teastore-recommender-74559c88-mjdfz,luish-aspire-a315-55g
489,2026-01-16 03:37:38,default,teastore-registry-676858f7cd-kcnwt,scorpius03
489,2026-01-16 03:37:38,default,teastore-webui-558b54cc77-xj6bg,luish-nitro-an515-57
490,2026-01-16 03:37:47,default,teastore-auth-84d7ccddd9-njczh,leo02
490,2026-01-16 03:37:47,default,teastore-db-84f96b9dd8-wl5mh,leo02
490,2026-01-16 03:37:47,default,teastore-image-79674648d-v7p9z,luish-aspire-a315-55g
490,2026-01-16 03:37:47,default,teastore-persistence-784748b4b9-l5sd8,luish-aspire-a315-55g
490,2026-01-16 03:37:47,default,teastore-recommender-74559c88-mj9hh,scorpius03
490,2026-01-16 03:37:47,default,teastore-registry-676858f7cd-kcnwt,scorpius03
490,2026-01-16 03:37:47,default,teastore-webui-558b54cc77-jdtr9,luish-nitro-an515-57
491,2026-01-16 03:37:57,default,teastore-auth-84d7ccddd9-njczh,leo02
491,2026-01-16 03:37:57,default,teastore-db-84f96b9dd8-wl5mh,leo02
491,2026-01-16 03:37:57,default,teastore-image-79674648d-v7p9z,luish-aspire-a315-55g
491,2026-01-16 03:37:57,default,teastore-persistence-784748b4b9-l5sd8,luish-aspire-a315-55g
491,2026-01-16 03:37:57,default,teastore-recommender-74559c88-mj9hh,scorpius03
491,2026-01-16 03:37:57,default,teastore-registry-676858f7cd-vhdrw,scorpius03
491,2026-01-16 03:37:57,default,teastore-webui-558b54cc77-jdtr9,luish-nitro-an515-57
492,2026-01-16 03:38:06,default,teastore-auth-84d7ccddd9-njczh,leo02
492,2026-01-16 03:38:06,default,teastore-db-84f96b9dd8-wl5mh,leo02
492,2026-01-16 03:38:06,default,teastore-image-79674648d-v7p9z,luish-aspire-a315-55g
492,2026-01-16 03:38:06,default,teastore-persistence-784748b4b9-l5sd8,luish-aspire-a315-55g
492,2026-01-16 03:38:06,default,teastore-recommender-74559c88-kdmzg,leo02
492,2026-01-16 03:38:06,default,teastore-registry-676858f7cd-vhdrw,scorpius03
492,2026-01-16 03:38:06,default,teastore-webui-558b54cc77-gw42p,luish-nitro-an515-57
493,2026-01-16 03:38:15,default,teastore-auth-84d7ccddd9-tdjg2,luish-aspire-a315-55g
493,2026-01-16 03:38:15,default,teastore-db-84f96b9dd8-ztdzf,luish-aspire-a315-55g
493,2026-01-16 03:38:15,default,teastore-image-79674648d-vk4ps,scorpius03
493,2026-01-16 03:38:15,default,teastore-persistence-784748b4b9-snxj2,luish-aspire-a315-55g
493,2026-01-16 03:38:15,default,teastore-recommender-74559c88-kdmzg,leo02
493,2026-01-16 03:38:15,default,teastore-registry-676858f7cd-vvb4d,scorpius03
493,2026-01-16 03:38:15,default,teastore-webui-558b54cc77-gw42p,luish-nitro-an515-57
494,2026-01-16 03:38:23,default,teastore-auth-84d7ccddd9-tdjg2,luish-aspire-a315-55g
494,2026-01-16 03:38:23,default,teastore-db-84f96b9dd8-ztdzf,luish-aspire-a315-55g
494,2026-01-16 03:38:23,default,teastore-image-79674648d-vk4ps,scorpius03
494,2026-01-16 03:38:23,default,teastore-persistence-784748b4b9-snxj2,luish-aspire-a315-55g
494,2026-01-16 03:38:23,default,teastore-recommender-74559c88-kdmzg,leo02
494,2026-01-16 03:38:23,default,teastore-registry-676858f7cd-vvb4d,scorpius03
494,2026-01-16 03:38:23,default,teastore-webui-558b54cc77-t526j,luish-nitro-an515-57
495,2026-01-16 03:38:32,default,teastore-auth-84d7ccddd9-tdjg2,luish-aspire-a315-55g
495,2026-01-16 03:38:32,default,teastore-db-84f96b9dd8-ztdzf,luish-aspire-a315-55g
495,2026-01-16 03:38:32,default,teastore-image-79674648d-vk4ps,scorpius03
495,2026-01-16 03:38:32,default,teastore-persistence-784748b4b9-snxj2,luish-aspire-a315-55g
495,2026-01-16 03:38:32,default,teastore-recommender-74559c88-kdmzg,leo02
495,2026-01-16 03:38:32,default,teastore-registry-676858f7cd-vvb4d,scorpius03
495,2026-01-16 03:38:32,default,teastore-webui-558b54cc77-vjjn4,luish-aspire-a315-55g
496,2026-01-16 03:38:41,default,teastore-auth-84d7ccddd9-tdjg2,luish-aspire-a315-55g
496,2026-01-16 03:38:41,default,teastore-db-84f96b9dd8-ztdzf,luish-aspire-a315-55g
496,2026-01-16 03:38:41,default,teastore-image-79674648d-vk4ps,scorpius03
496,2026-01-16 03:38:41,default,teastore-persistence-784748b4b9-ssrkj,leo02
496,2026-01-16 03:38:41,default,teastore-recommender-74559c88-dql55,leo02
496,2026-01-16 03:38:41,default,teastore-registry-676858f7cd-xpqgk,luish-aspire-a315-55g
496,2026-01-16 03:38:41,default,teastore-webui-558b54cc77-vjjn4,luish-aspire-a315-55g
497,2026-01-16 03:38:50,default,teastore-auth-84d7ccddd9-tdjg2,luish-aspire-a315-55g
497,2026-01-16 03:38:50,default,teastore-db-84f96b9dd8-ztdzf,luish-aspire-a315-55g
497,2026-01-16 03:38:50,default,teastore-image-79674648d-pthmh,leo02
497,2026-01-16 03:38:50,default,teastore-persistence-784748b4b9-ssrkj,leo02
497,2026-01-16 03:38:50,default,teastore-recommender-74559c88-v978w,luish-aspire-a315-55g
497,2026-01-16 03:38:50,default,teastore-registry-676858f7cd-xpqgk,luish-aspire-a315-55g
497,2026-01-16 03:38:50,default,teastore-webui-558b54cc77-vjjn4,luish-aspire-a315-55g
498,2026-01-16 03:38:59,default,teastore-auth-84d7ccddd9-tdjg2,luish-aspire-a315-55g
498,2026-01-16 03:38:59,default,teastore-db-84f96b9dd8-n5xk7,leo02
498,2026-01-16 03:38:59,default,teastore-image-79674648d-zxk4c,leo02
498,2026-01-16 03:38:59,default,teastore-persistence-784748b4b9-ssrkj,leo02
498,2026-01-16 03:38:59,default,teastore-recommender-74559c88-v978w,luish-aspire-a315-55g
498,2026-01-16 03:38:59,default,teastore-registry-676858f7cd-xpqgk,luish-aspire-a315-55g
498,2026-01-16 03:38:59,default,teastore-webui-558b54cc77-vjjn4,luish-aspire-a315-55g
499,2026-01-16 03:39:18,default,teastore-auth-84d7ccddd9-p8694,scorpius03
499,2026-01-16 03:39:18,default,teastore-db-84f96b9dd8-gzmpm,scorpius03
499,2026-01-16 03:39:18,default,teastore-image-79674648d-zxk4c,leo02
499,2026-01-16 03:39:18,default,teastore-persistence-784748b4b9-chsbt,luish-nitro-an515-57
499,2026-01-16 03:39:18,default,teastore-recommender-74559c88-vcszk,leo02
499,2026-01-16 03:39:18,default,teastore-registry-676858f7cd-xpqgk,luish-aspire-a315-55g
499,2026-01-16 03:39:18,default,teastore-webui-558b54cc77-rj7xw,luish-nitro-an515-57
500,2026-01-16 03:39:37,default,teastore-auth-84d7ccddd9-9b248,luish-nitro-an515-57
500,2026-01-16 03:39:37,default,teastore-db-84f96b9dd8-msc28,luish-aspire-a315-55g
500,2026-01-16 03:39:37,default,teastore-image-79674648d-xd5tg,scorpius03
500,2026-01-16 03:39:37,default,teastore-persistence-784748b4b9-chsbt,luish-nitro-an515-57
500,2026-01-16 03:39:37,default,teastore-recommender-74559c88-vcszk,leo02
500,2026-01-16 03:39:37,default,teastore-registry-676858f7cd-nkvv6,luish-aspire-a315-55g
500,2026-01-16 03:39:37,default,teastore-webui-558b54cc77-rj7xw,luish-nitro-an515-57
501,2026-01-16 03:40:01,default,teastore-auth-84d7ccddd9-9b248,luish-nitro-an515-57
501,2026-01-16 03:40:01,default,teastore-db-84f96b9dd8-v42zf,luish-aspire-a315-55g
501,2026-01-16 03:40:01,default,teastore-image-79674648d-xd5tg,scorpius03
501,2026-01-16 03:40:01,default,teastore-persistence-784748b4b9-chsbt,luish-nitro-an515-57
501,2026-01-16 03:40:01,default,teastore-recommender-74559c88-vcszk,leo02
501,2026-01-16 03:40:01,default,teastore-registry-676858f7cd-nkvv6,luish-aspire-a315-55g
501,2026-01-16 03:40:01,default,teastore-webui-558b54cc77-xzsqd,luish-nitro-an515-57
502,2026-01-16 03:40:09,default,teastore-auth-84d7ccddd9-g7jrb,scorpius03
502,2026-01-16 03:40:09,default,teastore-db-84f96b9dd8-v42zf,luish-aspire-a315-55g
502,2026-01-16 03:40:09,default,teastore-image-79674648d-xd5tg,scorpius03
502,2026-01-16 03:40:09,default,teastore-persistence-784748b4b9-vjpwh,leo02
502,2026-01-16 03:40:09,default,teastore-recommender-74559c88-zr8c4,luish-nitro-an515-57
502,2026-01-16 03:40:09,default,teastore-registry-676858f7cd-nkvv6,luish-aspire-a315-55g
502,2026-01-16 03:40:09,default,teastore-webui-558b54cc77-xzsqd,luish-nitro-an515-57
503,2026-01-16 03:40:28,default,teastore-auth-84d7ccddd9-vfhlr,luish-nitro-an515-57
503,2026-01-16 03:40:28,default,teastore-db-84f96b9dd8-v42zf,luish-aspire-a315-55g
503,2026-01-16 03:40:28,default,teastore-image-79674648d-psjpj,luish-aspire-a315-55g
503,2026-01-16 03:40:28,default,teastore-persistence-784748b4b9-vjpwh,leo02
503,2026-01-16 03:40:28,default,teastore-recommender-74559c88-zr8c4,luish-nitro-an515-57
503,2026-01-16 03:40:28,default,teastore-registry-676858f7cd-nkvv6,luish-aspire-a315-55g
503,2026-01-16 03:40:28,default,teastore-webui-558b54cc77-xzsqd,luish-nitro-an515-57
504,2026-01-16 03:40:42,default,teastore-auth-84d7ccddd9-vfhlr,luish-nitro-an515-57
504,2026-01-16 03:40:42,default,teastore-db-84f96b9dd8-m2hnz,scorpius03
504,2026-01-16 03:40:42,default,teastore-image-79674648d-psjpj,luish-aspire-a315-55g
504,2026-01-16 03:40:42,default,teastore-persistence-784748b4b9-vjpwh,leo02
504,2026-01-16 03:40:42,default,teastore-recommender-74559c88-zr8c4,luish-nitro-an515-57
504,2026-01-16 03:40:42,default,teastore-registry-676858f7cd-tz5kz,leo02
504,2026-01-16 03:40:42,default,teastore-webui-558b54cc77-xzsqd,luish-nitro-an515-57
505,2026-01-16 03:41:01,default,teastore-auth-84d7ccddd9-vfhlr,luish-nitro-an515-57
505,2026-01-16 03:41:01,default,teastore-db-84f96b9dd8-m2hnz,scorpius03
505,2026-01-16 03:41:01,default,teastore-image-79674648d-psjpj,luish-aspire-a315-55g
505,2026-01-16 03:41:01,default,teastore-persistence-784748b4b9-qct7d,luish-aspire-a315-55g
505,2026-01-16 03:41:01,default,teastore-recommender-74559c88-zr8c4,luish-nitro-an515-57
505,2026-01-16 03:41:01,default,teastore-registry-676858f7cd-tz5kz,leo02
505,2026-01-16 03:41:01,default,teastore-webui-558b54cc77-xl89l,leo02
506,2026-01-16 03:41:09,default,teastore-auth-84d7ccddd9-vfhlr,luish-nitro-an515-57
506,2026-01-16 03:41:09,default,teastore-db-84f96b9dd8-mxb4g,leo02
506,2026-01-16 03:41:09,default,teastore-image-79674648d-qkdmv,scorpius03
506,2026-01-16 03:41:09,default,teastore-persistence-784748b4b9-qct7d,luish-aspire-a315-55g
506,2026-01-16 03:41:09,default,teastore-recommender-74559c88-pkh84,luish-nitro-an515-57
506,2026-01-16 03:41:09,default,teastore-registry-676858f7cd-tz5kz,leo02
506,2026-01-16 03:41:09,default,teastore-webui-558b54cc77-qjg2f,luish-aspire-a315-55g
507,2026-01-16 03:41:28,default,teastore-auth-84d7ccddd9-vfhlr,luish-nitro-an515-57
507,2026-01-16 03:41:28,default,teastore-db-84f96b9dd8-mxb4g,leo02
507,2026-01-16 03:41:28,default,teastore-image-79674648d-qkdmv,scorpius03
507,2026-01-16 03:41:28,default,teastore-persistence-784748b4b9-qct7d,luish-aspire-a315-55g
507,2026-01-16 03:41:28,default,teastore-recommender-74559c88-pkh84,luish-nitro-an515-57
507,2026-01-16 03:41:28,default,teastore-registry-676858f7cd-j68dk,scorpius03
507,2026-01-16 03:41:28,default,teastore-webui-558b54cc77-qjg2f,luish-aspire-a315-55g
508,2026-01-16 03:41:47,default,teastore-auth-84d7ccddd9-zgz6d,luish-aspire-a315-55g
508,2026-01-16 03:41:47,default,teastore-db-84f96b9dd8-qdsz2,luish-aspire-a315-55g
508,2026-01-16 03:41:47,default,teastore-image-79674648d-wxwcq,luish-nitro-an515-57
508,2026-01-16 03:41:47,default,teastore-persistence-784748b4b9-qct7d,luish-aspire-a315-55g
508,2026-01-16 03:41:47,default,teastore-recommender-74559c88-pkh84,luish-nitro-an515-57
508,2026-01-16 03:41:47,default,teastore-registry-676858f7cd-j68dk,scorpius03
508,2026-01-16 03:41:47,default,teastore-webui-558b54cc77-mmcs6,scorpius03
509,2026-01-16 03:41:55,default,teastore-auth-84d7ccddd9-zgz6d,luish-aspire-a315-55g
509,2026-01-16 03:41:55,default,teastore-db-84f96b9dd8-t94bt,leo02
509,2026-01-16 03:41:55,default,teastore-image-79674648d-wxwcq,luish-nitro-an515-57
509,2026-01-16 03:41:55,default,teastore-persistence-784748b4b9-z8wmn,leo02
509,2026-01-16 03:41:55,default,teastore-recommender-74559c88-pkh84,luish-nitro-an515-57
509,2026-01-16 03:41:55,default,teastore-registry-676858f7cd-j68dk,scorpius03
509,2026-01-16 03:41:55,default,teastore-webui-558b54cc77-t7xhf,luish-nitro-an515-57
510,2026-01-16 03:42:09,default,teastore-auth-84d7ccddd9-zgz6d,luish-aspire-a315-55g
510,2026-01-16 03:42:09,default,teastore-db-84f96b9dd8-t94bt,leo02
510,2026-01-16 03:42:09,default,teastore-image-79674648d-wxwcq,luish-nitro-an515-57
510,2026-01-16 03:42:09,default,teastore-persistence-784748b4b9-z8wmn,leo02
510,2026-01-16 03:42:09,default,teastore-recommender-74559c88-nl4jw,luish-nitro-an515-57
510,2026-01-16 03:42:09,default,teastore-registry-676858f7cd-t9js5,luish-nitro-an515-57
510,2026-01-16 03:42:09,default,teastore-webui-558b54cc77-t7xhf,luish-nitro-an515-57
511,2026-01-16 03:42:28,default,teastore-auth-84d7ccddd9-tllnw,luish-aspire-a315-55g
511,2026-01-16 03:42:28,default,teastore-db-84f96b9dd8-t94bt,leo02
511,2026-01-16 03:42:28,default,teastore-image-79674648d-wlpqp,scorpius03
511,2026-01-16 03:42:28,default,teastore-persistence-784748b4b9-nsbsc,scorpius03
511,2026-01-16 03:42:28,default,teastore-recommender-74559c88-mdncz,leo02
511,2026-01-16 03:42:28,default,teastore-registry-676858f7cd-t9js5,luish-nitro-an515-57
511,2026-01-16 03:42:28,default,teastore-webui-558b54cc77-v8wh2,leo02
512,2026-01-16 03:42:47,default,teastore-auth-84d7ccddd9-s6x74,luish-aspire-a315-55g
512,2026-01-16 03:42:47,default,teastore-db-84f96b9dd8-l5lsg,luish-nitro-an515-57
512,2026-01-16 03:42:47,default,teastore-image-79674648d-wlpqp,scorpius03
512,2026-01-16 03:42:47,default,teastore-persistence-784748b4b9-sddj9,leo02
512,2026-01-16 03:42:47,default,teastore-recommender-74559c88-znxz6,luish-aspire-a315-55g
512,2026-01-16 03:42:47,default,teastore-registry-676858f7cd-t9js5,luish-nitro-an515-57
512,2026-01-16 03:42:47,default,teastore-webui-558b54cc77-v8wh2,leo02
513,2026-01-16 03:42:55,default,teastore-auth-84d7ccddd9-s6x74,luish-aspire-a315-55g
513,2026-01-16 03:42:55,default,teastore-db-84f96b9dd8-gtr4r,leo02
513,2026-01-16 03:42:55,default,teastore-image-79674648d-wlpqp,scorpius03
513,2026-01-16 03:42:55,default,teastore-persistence-784748b4b9-sddj9,leo02
513,2026-01-16 03:42:55,default,teastore-recommender-74559c88-znxz6,luish-aspire-a315-55g
513,2026-01-16 03:42:55,default,teastore-registry-676858f7cd-rrhbt,leo02
513,2026-01-16 03:42:55,default,teastore-webui-558b54cc77-v8wh2,leo02
514,2026-01-16 03:43:14,default,teastore-auth-84d7ccddd9-l4fcc,luish-aspire-a315-55g
514,2026-01-16 03:43:14,default,teastore-db-84f96b9dd8-gtr4r,leo02
514,2026-01-16 03:43:14,default,teastore-image-79674648d-wdz5x,luish-nitro-an515-57
514,2026-01-16 03:43:14,default,teastore-persistence-784748b4b9-sddj9,leo02
514,2026-01-16 03:43:14,default,teastore-recommender-74559c88-znxz6,luish-aspire-a315-55g
514,2026-01-16 03:43:14,default,teastore-registry-676858f7cd-z94lc,luish-nitro-an515-57
514,2026-01-16 03:43:14,default,teastore-webui-558b54cc77-zglqx,luish-aspire-a315-55g
515,2026-01-16 03:43:22,default,teastore-auth-84d7ccddd9-vjzzv,luish-aspire-a315-55g
515,2026-01-16 03:43:22,default,teastore-db-84f96b9dd8-stc6m,scorpius03
515,2026-01-16 03:43:22,default,teastore-image-79674648d-q7n6x,luish-nitro-an515-57
515,2026-01-16 03:43:22,default,teastore-persistence-784748b4b9-vnxq8,luish-aspire-a315-55g
515,2026-01-16 03:43:22,default,teastore-recommender-74559c88-znxz6,luish-aspire-a315-55g
515,2026-01-16 03:43:22,default,teastore-registry-676858f7cd-z94lc,luish-nitro-an515-57
515,2026-01-16 03:43:22,default,teastore-webui-558b54cc77-zglqx,luish-aspire-a315-55g
516,2026-01-16 03:43:31,default,teastore-auth-84d7ccddd9-vjzzv,luish-aspire-a315-55g
516,2026-01-16 03:43:31,default,teastore-db-84f96b9dd8-stc6m,scorpius03
516,2026-01-16 03:43:31,default,teastore-image-79674648d-trrcz,luish-nitro-an515-57
516,2026-01-16 03:43:31,default,teastore-persistence-784748b4b9-w2tpj,luish-aspire-a315-55g
516,2026-01-16 03:43:31,default,teastore-recommender-74559c88-rgf96,luish-nitro-an515-57
516,2026-01-16 03:43:31,default,teastore-registry-676858f7cd-z94lc,luish-nitro-an515-57
516,2026-01-16 03:43:31,default,teastore-webui-558b54cc77-zglqx,luish-aspire-a315-55g
517,2026-01-16 03:43:40,default,teastore-auth-84d7ccddd9-vjzzv,luish-aspire-a315-55g
517,2026-01-16 03:43:40,default,teastore-db-84f96b9dd8-stc6m,scorpius03
517,2026-01-16 03:43:40,default,teastore-image-79674648d-trrcz,luish-nitro-an515-57
517,2026-01-16 03:43:40,default,teastore-persistence-784748b4b9-w2tpj,luish-aspire-a315-55g
517,2026-01-16 03:43:40,default,teastore-recommender-74559c88-sgzlw,luish-nitro-an515-57
517,2026-01-16 03:43:40,default,teastore-registry-676858f7cd-z94lc,luish-nitro-an515-57
517,2026-01-16 03:43:40,default,teastore-webui-558b54cc77-zglqx,luish-aspire-a315-55g
518,2026-01-16 03:43:48,default,teastore-auth-84d7ccddd9-vjzzv,luish-aspire-a315-55g
518,2026-01-16 03:43:48,default,teastore-db-84f96b9dd8-stc6m,scorpius03
518,2026-01-16 03:43:48,default,teastore-image-79674648d-trrcz,luish-nitro-an515-57
518,2026-01-16 03:43:48,default,teastore-persistence-784748b4b9-w2tpj,luish-aspire-a315-55g
518,2026-01-16 03:43:48,default,teastore-recommender-74559c88-sgzlw,luish-nitro-an515-57
518,2026-01-16 03:43:48,default,teastore-registry-676858f7cd-x7r9l,scorpius03
518,2026-01-16 03:43:48,default,teastore-webui-558b54cc77-zglqx,luish-aspire-a315-55g
519,2026-01-16 03:43:57,default,teastore-auth-84d7ccddd9-vjzzv,luish-aspire-a315-55g
519,2026-01-16 03:43:57,default,teastore-db-84f96b9dd8-jzlc2,leo02
519,2026-01-16 03:43:57,default,teastore-image-79674648d-trrcz,luish-nitro-an515-57
519,2026-01-16 03:43:57,default,teastore-persistence-784748b4b9-w2tpj,luish-aspire-a315-55g
519,2026-01-16 03:43:57,default,teastore-recommender-74559c88-sgzlw,luish-nitro-an515-57
519,2026-01-16 03:43:57,default,teastore-registry-676858f7cd-skwtm,scorpius03
519,2026-01-16 03:43:57,default,teastore-webui-558b54cc77-pdjkq,leo02
520,2026-01-16 03:44:06,default,teastore-auth-84d7ccddd9-nf5hk,leo02
520,2026-01-16 03:44:06,default,teastore-db-84f96b9dd8-jzlc2,leo02
520,2026-01-16 03:44:06,default,teastore-image-79674648d-kxz7z,luish-nitro-an515-57
520,2026-01-16 03:44:06,default,teastore-persistence-784748b4b9-w2tpj,luish-aspire-a315-55g
520,2026-01-16 03:44:06,default,teastore-recommender-74559c88-sgzlw,luish-nitro-an515-57
520,2026-01-16 03:44:06,default,teastore-registry-676858f7cd-vlf92,leo02
520,2026-01-16 03:44:06,default,teastore-webui-558b54cc77-pdjkq,leo02
521,2026-01-16 03:44:14,default,teastore-auth-84d7ccddd9-rkbml,leo02
521,2026-01-16 03:44:14,default,teastore-db-84f96b9dd8-jzlc2,leo02
521,2026-01-16 03:44:14,default,teastore-image-79674648d-ws6lt,luish-aspire-a315-55g
521,2026-01-16 03:44:14,default,teastore-persistence-784748b4b9-hcfzv,scorpius03
521,2026-01-16 03:44:14,default,teastore-recommender-74559c88-p5xgs,luish-nitro-an515-57
521,2026-01-16 03:44:14,default,teastore-registry-676858f7cd-vlf92,leo02
521,2026-01-16 03:44:14,default,teastore-webui-558b54cc77-qpbqd,leo02
522,2026-01-16 03:44:23,default,teastore-auth-84d7ccddd9-zlb46,luish-nitro-an515-57
522,2026-01-16 03:44:23,default,teastore-db-84f96b9dd8-x4k29,luish-nitro-an515-57
522,2026-01-16 03:44:23,default,teastore-image-79674648d-ws6lt,luish-aspire-a315-55g
522,2026-01-16 03:44:23,default,teastore-persistence-784748b4b9-nwc9v,leo02
522,2026-01-16 03:44:23,default,teastore-recommender-74559c88-p5xgs,luish-nitro-an515-57
522,2026-01-16 03:44:23,default,teastore-registry-676858f7cd-zlscw,luish-aspire-a315-55g
522,2026-01-16 03:44:23,default,teastore-webui-558b54cc77-qpbqd,leo02
523,2026-01-16 03:44:32,default,teastore-auth-84d7ccddd9-zlb46,luish-nitro-an515-57
523,2026-01-16 03:44:32,default,teastore-db-84f96b9dd8-x4k29,luish-nitro-an515-57
523,2026-01-16 03:44:32,default,teastore-image-79674648d-ws6lt,luish-aspire-a315-55g
523,2026-01-16 03:44:32,default,teastore-persistence-784748b4b9-pzzbj,luish-nitro-an515-57
523,2026-01-16 03:44:32,default,teastore-recommender-74559c88-p5xgs,luish-nitro-an515-57
523,2026-01-16 03:44:32,default,teastore-registry-676858f7cd-zlscw,luish-aspire-a315-55g
523,2026-01-16 03:44:32,default,teastore-webui-558b54cc77-qpbqd,leo02
524,2026-01-16 03:44:46,default,teastore-auth-84d7ccddd9-zlb46,luish-nitro-an515-57
524,2026-01-16 03:44:46,default,teastore-db-84f96b9dd8-x4k29,luish-nitro-an515-57
524,2026-01-16 03:44:46,default,teastore-image-79674648d-zx72p,luish-nitro-an515-57
524,2026-01-16 03:44:46,default,teastore-persistence-784748b4b9-qsx7x,scorpius03
524,2026-01-16 03:44:46,default,teastore-recommender-74559c88-w2j4s,luish-aspire-a315-55g
524,2026-01-16 03:44:46,default,teastore-registry-676858f7cd-zlscw,luish-aspire-a315-55g
524,2026-01-16 03:44:46,default,teastore-webui-558b54cc77-qpbqd,leo02
525,2026-01-16 03:44:54,default,teastore-auth-84d7ccddd9-zlb46,luish-nitro-an515-57
525,2026-01-16 03:44:54,default,teastore-db-84f96b9dd8-zskvl,leo02
525,2026-01-16 03:44:54,default,teastore-image-79674648d-zx72p,luish-nitro-an515-57
525,2026-01-16 03:44:54,default,teastore-persistence-784748b4b9-qsxqn,scorpius03
525,2026-01-16 03:44:54,default,teastore-recommender-74559c88-w2j4s,luish-aspire-a315-55g
