node,component,total_energy,avg_energy
aspire,cpu,52.09,0.49
aspire,nic,0.23,0.0
aspire,ram,24.45,0.18
aspire,sd,1.8,0.01
leo,cpu,249.18,2.24
leo,ram,81.45,0.58
leo,sd,0.04,0.0
nitro5,cpu,46.29,0.42
nitro5,nic,0.89,0.01
nitro5,ram,20.76,0.15
nitro5,sd,27.96,0.19
scorpius,cpu,103.8,0.96
scorpius,nic,0.05,0.0
scorpius,ram,112.04,0.8
scorpius,sd,0.0,0.0
