0 s: 0.061313W, 0.122626J, total=0.122626J
6 s: 0.418398W, 0.836796J, total=0.959422J
13 s: 0.213010W, 0.426020J, total=1.385442J
25 s: 0.202471W, 0.404942J, total=1.790384J
73 s: 0.237681W, 0.475362J, total=2.265746J
90 s: 0.187541W, 0.375082J, total=2.640828J
99 s: 0.299188W, 0.598376J, total=3.239204J
107 s: 0.251471W, 0.502942J, total=3.742146J
115 s: 0.154942W, 0.309884J, total=4.052030J
124 s: 0.240848W, 0.481696J, total=4.533726J
132 s: 0.149970W, 0.299940J, total=4.833666J
Total Energy: 4.833666 J
