0 s: 0.085024W, 0.170048J, total=0.170048J
4 s: 1.397070W, 2.794140J, total=2.964188J
10 s: 1.334310W, 2.668620J, total=5.632808J
14 s: 0.808575W, 1.617150J, total=7.249958J
31 s: 0.921566W, 1.843132J, total=9.093090J
85 s: 0.997624W, 1.995248J, total=11.088338J
97 s: 0.902236W, 1.804472J, total=12.892810J
103 s: 1.094550W, 2.189100J, total=15.081910J
113 s: 0.756353W, 1.512706J, total=16.594616J
124 s: 0.597899W, 1.195798J, total=17.790414J
135 s: 0.508220W, 1.016440J, total=18.806854J
Total Energy: 18.806854 J
