0 s: 0.063445W, 0.126890J, total=0.126890J
6 s: 0.170557W, 0.341114J, total=0.468004J
8 s: 0.391712W, 0.783424J, total=1.251428J
13 s: 0.889628W, 1.779256J, total=3.030684J
18 s: 0.476597W, 0.953194J, total=3.983878J
25 s: 0.657989W, 1.315978J, total=5.299856J
32 s: 0.375944W, 0.751888J, total=6.051744J
43 s: 1.341480W, 2.682960J, total=8.734704J
52 s: 0.600966W, 1.201932J, total=9.936636J
59 s: 0.315121W, 0.630242J, total=10.566878J
68 s: 0.141195W, 0.282390J, total=10.849268J
77 s: 0.068708W, 0.137416J, total=10.986684J
81 s: 0.121121W, 0.242242J, total=11.228926J
86 s: 0.315443W, 0.630886J, total=11.859812J
94 s: 0.753682W, 1.507364J, total=13.367176J
99 s: 0.786386W, 1.572772J, total=14.939948J
108 s: 0.722874W, 1.445748J, total=16.385696J
115 s: 0.168514W, 0.337028J, total=16.722724J
119 s: 0.279034W, 0.558068J, total=17.280792J
123 s: 0.406280W, 0.812560J, total=18.093352J
130 s: 0.911628W, 1.823256J, total=19.916608J
136 s: 1.179250W, 2.358500J, total=22.275108J
Total Energy: 22.275108 J
