0 s: 0.061528W, 0.123056J, total=0.123056J
2 s: 0.214435W, 0.428870J, total=0.551926J
4 s: 0.160314W, 0.320628J, total=0.872554J
6 s: 0.980762W, 1.961524J, total=2.834078J
8 s: 4.105510W, 8.211020J, total=11.045098J
10 s: 0.358231W, 0.716462J, total=11.761560J
12 s: 0.311669W, 0.623338J, total=12.384898J
14 s: 0.312752W, 0.625504J, total=13.010402J
17 s: 0.353011W, 0.706022J, total=13.716424J
19 s: 0.393654W, 0.787308J, total=14.503732J
21 s: 0.401906W, 0.803812J, total=15.307544J
23 s: 0.474899W, 0.949798J, total=16.257342J
25 s: 0.660670W, 1.321340J, total=17.578682J
27 s: 0.590193W, 1.180386J, total=18.759068J
29 s: 0.362966W, 0.725932J, total=19.485000J
32 s: 0.566696W, 1.133392J, total=20.618392J
34 s: 0.374797W, 0.749594J, total=21.367986J
36 s: 0.288041W, 0.576082J, total=21.944068J
38 s: 0.324482W, 0.648964J, total=22.593032J
40 s: 0.312598W, 0.625196J, total=23.218228J
42 s: 0.873755W, 1.747510J, total=24.965738J
44 s: 0.372197W, 0.744394J, total=25.710132J
47 s: 0.340094W, 0.680188J, total=26.390320J
49 s: 0.223186W, 0.446372J, total=26.836692J
51 s: 0.440106W, 0.880212J, total=27.716904J
53 s: 0.467964W, 0.935928J, total=28.652832J
55 s: 0.272417W, 0.544834J, total=29.197666J
57 s: 0.348663W, 0.697326J, total=29.894992J
59 s: 0.271077W, 0.542154J, total=30.437146J
62 s: 0.555185W, 1.110370J, total=31.547516J
64 s: 0.486141W, 0.972282J, total=32.519798J
66 s: 0.332221W, 0.664442J, total=33.184240J
68 s: 0.385917W, 0.771834J, total=33.956074J
70 s: 0.382881W, 0.765762J, total=34.721836J
72 s: 0.467050W, 0.934100J, total=35.655936J
75 s: 0.309810W, 0.619620J, total=36.275556J
77 s: 0.354352W, 0.708704J, total=36.984260J
79 s: 0.300607W, 0.601214J, total=37.585474J
81 s: 0.568876W, 1.137752J, total=38.723226J
83 s: 0.399762W, 0.799524J, total=39.522750J
85 s: 0.300921W, 0.601842J, total=40.124592J
88 s: 0.362066W, 0.724132J, total=40.848724J
90 s: 0.680772W, 1.361544J, total=42.210268J
92 s: 0.374973W, 0.749946J, total=42.960214J
94 s: 0.382930W, 0.765860J, total=43.726074J
96 s: 0.250254W, 0.500508J, total=44.226582J
98 s: 0.493832W, 0.987664J, total=45.214246J
101 s: 0.447418W, 0.894836J, total=46.109082J
103 s: 0.267013W, 0.534026J, total=46.643108J
105 s: 0.217548W, 0.435096J, total=47.078204J
107 s: 0.244931W, 0.489862J, total=47.568066J
109 s: 0.521529W, 1.043058J, total=48.611124J
111 s: 0.382379W, 0.764758J, total=49.375882J
113 s: 0.497833W, 0.995666J, total=50.371548J
116 s: 0.363969W, 0.727938J, total=51.099486J
118 s: 0.366040W, 0.732080J, total=51.831566J
120 s: 0.360749W, 0.721498J, total=52.553064J
122 s: 0.348150W, 0.696300J, total=53.249364J
124 s: 0.569789W, 1.139578J, total=54.388942J
126 s: 0.220410W, 0.440820J, total=54.829762J
129 s: 0.330843W, 0.661686J, total=55.491448J
131 s: 0.800563W, 1.601126J, total=57.092574J
133 s: 0.330459W, 0.660918J, total=57.753492J
135 s: 0.258416W, 0.516832J, total=58.270324J
137 s: 0.312918W, 0.625836J, total=58.896160J
139 s: 0.207227W, 0.414454J, total=59.310614J
Total Energy: 59.310614 J
